Category,Year,Avg Price USD,Units Sold,Dollar Sales UD,YOY % Change
Exfoliants,2011,72.98,9657286,"$705,000,000.00",7.79
Exfoliants,2005,33.69,1515043,"$51,041,761.00",12.07
Exfoliants,2004,98.59,8010672,"$790,000,000.00",0.09
Exfoliants,2006,86.24,3061728,"$264,000,000.00",9.07
Exfoliants,2011,109.61,3671680,"$402,000,000.00",-0.23
Exfoliants,2011,103.12,7579768,"$782,000,000.00",19.01
Exfoliants,2007,106.94,5608348,"$600,000,000.00",19.17
Exfoliants,2005,59.59,1927245,"$115,000,000.00",-5.98
Exfoliants,2021,35.5,5804398,"$206,000,000.00",8.3
Exfoliants,2016,101.18,1322318,"$134,000,000.00",-2.03
Exfoliants,2020,54.11,5747059,"$311,000,000.00",-0.17
Exfoliants,2016,118.6,320309,"$37,987,799.00",14.67
Exfoliants,2024,51.91,7439216,"$386,000,000.00",-0.55
Exfoliants,2005,31.02,4589512,"$142,000,000.00",-3.44
Exfoliants,2019,57.38,4708979,"$270,000,000.00",-4.4
Exfoliants,2021,65.27,9673757,"$631,000,000.00",-1.1
Exfoliants,2024,22.39,8951933,"$200,000,000.00",15.36
Exfoliants,2009,26.91,861995,"$23,196,846.00",0.27
Exfoliants,2004,36.44,2945144,"$107,000,000.00",-0.98
Exfoliants,2013,97.55,7105083,"$693,000,000.00",16.58
Exfoliants,2009,95.66,2814649,"$269,000,000.00",16.82
Exfoliants,2008,58.64,4565841,"$268,000,000.00",16.72
Exfoliants,2005,34.08,1935897,"$65,971,951.00",5.32
Exfoliants,2010,25.35,629509,"$15,956,496.00",6.2
Exfoliants,2021,23.85,6995739,"$167,000,000.00",-0.78
Exfoliants,2011,11.99,6001118,"$71,940,533.00",-2.02
Exfoliants,2024,10.41,8455061,"$87,999,956.00",18.44
Exfoliants,2017,21.31,2307293,"$49,159,325.00",-6.84
Exfoliants,2008,38.7,5070764,"$196,000,000.00",-6.97
Exfoliants,2002,118.23,2577705,"$305,000,000.00",6.82
Exfoliants,2013,32.81,5157055,"$169,000,000.00",2.94
Exfoliants,2018,53.99,1512077,"$81,642,341.00",10.05
Exfoliants,2008,81.67,3956565,"$323,000,000.00",13.21
Exfoliants,2011,101.81,1883548,"$192,000,000.00",3.66
Exfoliants,2024,36.67,3106124,"$114,000,000.00",3.56
Exfoliants,2011,64.52,5549092,"$358,000,000.00",-0.68
Exfoliants,2021,96.19,5097071,"$490,000,000.00",19.62
Exfoliants,2001,16.12,917592,"$14,794,062.00",3.14
Exfoliants,2014,32.36,5686031,"$184,000,000.00",-3
Exfoliants,2008,53.56,8615871,"$461,000,000.00",13.15
Exfoliants,2007,37.43,9841928,"$368,000,000.00",9.56
Exfoliants,2000,26.65,778565,"$20,751,363.00",-5.64
Exfoliants,2011,85.12,4731239,"$403,000,000.00",17.36
Exfoliants,2020,34.68,2128433,"$73,823,316.00",-7.36
Exfoliants,2020,14.98,5221374,"$78,207,070.00",2.94
Exfoliants,2009,39.43,8919674,"$352,000,000.00",7.84
Exfoliants,2020,82.71,3741976,"$310,000,000.00",5.86
Exfoliants,2001,47.9,6908414,"$331,000,000.00",7.77
Exfoliants,2009,27.73,5523096,"$153,000,000.00",13.92
Exfoliants,2000,28.9,9697773,"$280,000,000.00",1.25
Exfoliants,2018,74.95,7231466,"$542,000,000.00",11.23
Exfoliants,2006,16.18,4254196,"$68,841,347.00",9.82
Exfoliants,2002,96.42,6959441,"$671,000,000.00",17.09
Exfoliants,2022,87.7,1027817,"$90,138,482.00",7.3
Exfoliants,2013,100.21,9599632,"$962,000,000.00",2.66
Exfoliants,2007,46.86,2214348,"$104,000,000.00",-4.58
Exfoliants,2000,67.12,1223897,"$82,153,064.00",-0.15
Exfoliants,2007,35.25,9970051,"$351,000,000.00",-7.19
Exfoliants,2009,105.38,6347132,"$669,000,000.00",15.34
Exfoliants,2021,45.35,5298868,"$240,000,000.00",3.87
Exfoliants,2023,72.76,1941046,"$141,000,000.00",0.31
Exfoliants,2000,114.18,9280925,"$1,060,000,000.00",12.95
Exfoliants,2008,113.84,7195280,"$819,000,000.00",1.09
Exfoliants,2001,14.8,1206104,"$17,855,753.00",18.59
Exfoliants,2024,45.21,3906310,"$177,000,000.00",-5.79
Exfoliants,2007,36.85,1015092,"$37,407,192.00",12.07
Exfoliants,2017,88.31,447357,"$39,503,970.00",3.17
Exfoliants,2003,37.07,5389889,"$200,000,000.00",-3.5
Exfoliants,2007,103.23,7536969,"$778,000,000.00",14.68
Exfoliants,2006,117.62,4112597,"$484,000,000.00",1.7
Exfoliants,2017,110.74,7381516,"$817,000,000.00",-3.42
Exfoliants,2019,61.78,2172150,"$134,000,000.00",2.62
Exfoliants,2002,41.93,1960927,"$82,222,438.00",-4.42
Exfoliants,2017,32.43,9569057,"$310,000,000.00",13.04
Exfoliants,2012,103.43,2650617,"$274,000,000.00",-5.02
Exfoliants,2007,43.44,7682476,"$334,000,000.00",-1.39
Exfoliants,2004,62.75,9704248,"$609,000,000.00",5.23
Exfoliants,2020,53.36,6109192,"$326,000,000.00",12.49
Exfoliants,2007,114.37,6148751,"$703,000,000.00",8.2
Exfoliants,2021,88.03,4593876,"$404,000,000.00",3.67
Exfoliants,2018,40.78,4227991,"$172,000,000.00",-5.24
Exfoliants,2020,86.79,6143324,"$533,000,000.00",0.77
Exfoliants,2008,43.54,3766390,"$164,000,000.00",8.52
Exfoliants,2003,114.71,5220423,"$599,000,000.00",4.15
Exfoliants,2020,115.12,2061945,"$237,000,000.00",-4.96
Exfoliants,2022,95.1,7698633,"$732,000,000.00",-7.49
Exfoliants,2013,18.19,4670736,"$84,957,672.00",-5.29
Exfoliants,2019,108.7,8034681,"$873,000,000.00",-4.47
Exfoliants,2002,37.63,7998087,"$301,000,000.00",-7.32
Exfoliants,2024,29.07,9628031,"$280,000,000.00",1.27
Exfoliants,2006,42.87,8114319,"$348,000,000.00",-2.27
Exfoliants,2003,84.24,6488136,"$547,000,000.00",17.95
Exfoliants,2004,38.32,5743637,"$220,000,000.00",3.49
Exfoliants,2010,14.11,7607783,"$107,000,000.00",-2.94
Exfoliants,2006,80.12,5473306,"$439,000,000.00",-2.69
Exfoliants,2002,76.58,991879,"$75,955,251.00",17
Exfoliants,2014,94.68,6060215,"$574,000,000.00",-3.3
Exfoliants,2008,91.3,9083565,"$829,000,000.00",8.25
Exfoliants,2013,52.45,4749844,"$249,000,000.00",14.32
Exfoliants,2021,62.55,4812299,"$301,000,000.00",12.63
Exfoliants,2002,73.74,6321812,"$466,000,000.00",4.27
Exfoliants,2012,46.52,9354954,"$435,000,000.00",-0.9
Exfoliants,2015,103.87,4249297,"$441,000,000.00",15.98
Exfoliants,2014,24.05,4277485,"$103,000,000.00",5.76
Exfoliants,2000,71.27,4440090,"$316,000,000.00",0.78
Exfoliants,2009,108.11,8673556,"$938,000,000.00",15.2
Exfoliants,2018,45.55,559665,"$25,494,127.00",-6.8
Exfoliants,2005,30.85,3123296,"$96,338,790.00",-2.04
Exfoliants,2023,109.02,8865653,"$967,000,000.00",-2.93
Exfoliants,2016,17.61,2487078,"$43,802,798.00",12.2
Exfoliants,2010,52.52,9033372,"$474,000,000.00",11.93
Exfoliants,2007,92.79,8917476,"$827,000,000.00",16.71
Exfoliants,2023,62.39,8413465,"$525,000,000.00",-6.56
Exfoliants,2018,79.81,1706250,"$136,000,000.00",0.61
Exfoliants,2012,53.45,2999325,"$160,000,000.00",4.41
Exfoliants,2004,21.62,2378289,"$51,423,680.00",-7.06
Exfoliants,2003,111.49,6169466,"$688,000,000.00",17.81
Exfoliants,2001,37.55,1274668,"$47,869,885.00",11.77
Exfoliants,2012,54.43,1537563,"$83,684,970.00",2.12
Exfoliants,2021,33.48,1054150,"$35,288,499.00",-5.8
Exfoliants,2013,39.42,3455573,"$136,000,000.00",-1.5
Exfoliants,2024,118.89,861828,"$102,000,000.00",-2.37
Exfoliants,2001,35.63,7023106,"$250,000,000.00",-3.12
Exfoliants,2015,96.3,4249435,"$409,000,000.00",13.66
Exfoliants,2004,101.21,4185313,"$424,000,000.00",1.99
Exfoliants,2004,113.96,7671962,"$874,000,000.00",6.91
Exfoliants,2014,92.47,5425605,"$502,000,000.00",11.73
Exfoliants,2020,77.19,2556452,"$197,000,000.00",-5.42
Exfoliants,2010,78.92,4299872,"$339,000,000.00",8.16
Exfoliants,2016,73.31,8013402,"$587,000,000.00",10.3
Exfoliants,2017,29.91,4506230,"$135,000,000.00",6.34
Exfoliants,2009,49.45,7812084,"$386,000,000.00",7.99
Exfoliants,2021,109.05,6998179,"$763,000,000.00",17.41
Exfoliants,2014,113.47,1155410,"$131,000,000.00",-1.87
Exfoliants,2022,77.76,683011,"$53,109,921.00",14.84
Exfoliants,2004,94.1,9836532,"$926,000,000.00",-5.17
Exfoliants,2000,19.42,8715082,"$169,000,000.00",6.02
Exfoliants,2024,21.55,3278860,"$70,659,987.00",18.86
Exfoliants,2017,31.09,4950913,"$154,000,000.00",17.65
Exfoliants,2006,17.33,7253838,"$126,000,000.00",12.15
Exfoliants,2014,117.59,7509460,"$883,000,000.00",-1.64
Exfoliants,2005,94.57,2850643,"$270,000,000.00",18.58
Exfoliants,2022,47.08,9556630,"$450,000,000.00",18.51
Exfoliants,2015,19.96,2027305,"$40,455,766.00",-1.93
Exfoliants,2014,99.64,8433147,"$840,000,000.00",-6.71
Exfoliants,2022,20.41,7949863,"$162,000,000.00",16.58
Exfoliants,2020,101.4,6275516,"$636,000,000.00",19.56
Exfoliants,2011,108.72,2545576,"$277,000,000.00",11.14
Exfoliants,2009,69.87,1746684,"$122,000,000.00",6.65
Exfoliants,2018,26.09,5452176,"$142,000,000.00",18.52
Exfoliants,2021,24.1,7388842,"$178,000,000.00",-1.74
Exfoliants,2016,31.91,8232376,"$263,000,000.00",14.04
Exfoliants,2009,105.13,4331018,"$455,000,000.00",2.74
Exfoliants,2022,69.05,7684883,"$531,000,000.00",2.77
Exfoliants,2017,26.36,7198359,"$190,000,000.00",9.7
Exfoliants,2017,14.35,8263892,"$119,000,000.00",-7.2
Exfoliants,2007,24.86,1937838,"$48,167,821.00",10.88
Exfoliants,2014,113.38,5967665,"$677,000,000.00",11.31
Exfoliants,2017,61.54,6242359,"$384,000,000.00",4.54
Exfoliants,2007,115.75,9122786,"$1,060,000,000.00",-3.85
Exfoliants,2024,47.82,4063976,"$194,000,000.00",2.59
Exfoliants,2003,52.19,8583075,"$448,000,000.00",-4.73
Exfoliants,2005,23.36,6133874,"$143,000,000.00",12.47
Exfoliants,2010,73.57,7346491,"$540,000,000.00",-6.89
Exfoliants,2014,64.11,7094591,"$455,000,000.00",3.6
Exfoliants,2009,101.01,4248398,"$429,000,000.00",7.17
Exfoliants,2005,67.59,9246844,"$625,000,000.00",15.67
Exfoliants,2012,116.76,1499390,"$175,000,000.00",5.09
Exfoliants,2001,16.74,8584603,"$144,000,000.00",-1.88
Exfoliants,2012,86.16,4928229,"$425,000,000.00",-0.01
Exfoliants,2002,74.8,5728499,"$429,000,000.00",0.51
Exfoliants,2012,50.52,9138228,"$462,000,000.00",5.61
Exfoliants,2017,49.25,7302202,"$360,000,000.00",4.68
Exfoliants,2024,21.3,8290666,"$177,000,000.00",18.29
Exfoliants,2004,51.5,4655598,"$240,000,000.00",0.1
Exfoliants,2008,64.52,1307027,"$84,325,600.00",-2.82
Exfoliants,2005,79.73,6429540,"$513,000,000.00",10.37
Exfoliants,2015,39.09,2638829,"$103,000,000.00",2.9
Exfoliants,2003,102.28,7959895,"$814,000,000.00",-5.28
Exfoliants,2018,110.36,708035,"$78,140,975.00",11.69
Face Masks,2019,102.62,7732419,"$794,000,000.00",-4.03
Face Masks,2022,90.19,7686418,"$693,000,000.00",2.28
Face Masks,2005,12.21,4273573,"$52,168,076.00",-0.27
Face Masks,2022,38.61,4497178,"$174,000,000.00",3.64
Face Masks,2011,95.69,4714652,"$451,000,000.00",-1.62
Face Masks,2015,41.39,9064440,"$375,000,000.00",2.64
Face Masks,2014,106.33,9924194,"$1,060,000,000.00",15.8
Face Masks,2015,76.37,3586898,"$274,000,000.00",12.74
Face Masks,2018,110.47,8867923,"$980,000,000.00",5.49
Face Masks,2008,59.07,2745474,"$162,000,000.00",7.5
Face Masks,2022,71.64,2871057,"$206,000,000.00",18.55
Face Masks,2010,31.53,7390167,"$233,000,000.00",8.69
Face Masks,2005,114.09,3033459,"$346,000,000.00",0.92
Face Masks,2005,44.09,6157755,"$272,000,000.00",8.72
Face Masks,2019,88.78,5729517,"$509,000,000.00",4.99
Face Masks,2024,105.17,4795519,"$504,000,000.00",9.78
Face Masks,2014,118.76,6861591,"$815,000,000.00",0.05
Face Masks,2021,28.19,5138774,"$145,000,000.00",9.31
Face Masks,2016,63.11,6346359,"$401,000,000.00",-7.24
Face Masks,2000,20.68,2289018,"$47,344,553.00",6.45
Face Masks,2013,18.54,7992727,"$148,000,000.00",5.68
Face Masks,2005,68.12,2605285,"$177,000,000.00",16.65
Face Masks,2009,33.19,5105623,"$169,000,000.00",-4.5
Face Masks,2001,58.65,1774400,"$104,000,000.00",12.36
Face Masks,2014,54.56,4567546,"$249,000,000.00",3.84
Face Masks,2017,70.51,686502,"$48,402,876.00",8.34
Face Masks,2014,79.18,2216075,"$175,000,000.00",-3.97
Face Masks,2002,20.12,2379379,"$47,874,118.00",4.72
Face Masks,2000,16,3703654,"$59,267,076.00",4.74
Face Masks,2012,31.34,3457211,"$108,000,000.00",18.66
Face Masks,2009,77.32,4833672,"$374,000,000.00",18.18
Face Masks,2015,71.16,2844830,"$202,000,000.00",1.09
Face Masks,2020,52.86,4048130,"$214,000,000.00",-0.36
Face Masks,2012,56.7,9219947,"$523,000,000.00",-0.11
Face Masks,2021,110.61,2668033,"$295,000,000.00",1.89
Face Masks,2003,96.86,1234585,"$120,000,000.00",11.19
Face Masks,2022,20.07,9901668,"$199,000,000.00",-5.07
Face Masks,2021,15.74,7360854,"$116,000,000.00",13.5
Face Masks,2008,27.57,3938221,"$109,000,000.00",7.82
Face Masks,2021,19.68,1981560,"$38,993,937.00",3.3
Face Masks,2017,22.72,9612841,"$218,000,000.00",8.97
Face Masks,2023,93.66,5520388,"$517,000,000.00",12.42
Face Masks,2008,45.3,5468889,"$248,000,000.00",-3.43
Face Masks,2004,69.62,6507557,"$453,000,000.00",-5.56
Face Masks,2021,16.97,8721774,"$148,000,000.00",13.3
Face Masks,2005,68.32,3317638,"$227,000,000.00",12.67
Face Masks,2023,38.74,3121787,"$121,000,000.00",11.52
Face Masks,2024,48.37,360281,"$17,425,145.00",17.99
Face Masks,2004,78.65,6946330,"$546,000,000.00",-1.09
Face Masks,2023,84.8,9979999,"$846,000,000.00",0.48
Face Masks,2008,60.06,6662592,"$400,000,000.00",12.72
Face Masks,2009,75.28,334062,"$25,148,235.00",3.55
Face Masks,2014,67.25,6824974,"$459,000,000.00",3.56
Face Masks,2016,71.67,5960601,"$427,000,000.00",15.16
Face Masks,2016,100.39,6638598,"$666,000,000.00",-6.65
Face Masks,2005,45.43,1028300,"$46,715,034.00",0.63
Face Masks,2011,104.29,423868,"$44,205,222.00",7.21
Face Masks,2014,38.13,6969539,"$266,000,000.00",-1.1
Face Masks,2019,118.74,6550116,"$778,000,000.00",6.04
Face Masks,2018,42.68,5298017,"$226,000,000.00",4.18
Face Masks,2024,52.66,8518495,"$449,000,000.00",13.24
Face Masks,2024,80.86,7720767,"$624,000,000.00",15.12
Face Masks,2014,114.18,9804768,"$1,120,000,000.00",14.46
Face Masks,2017,70.91,8550717,"$606,000,000.00",12.54
Face Masks,2019,22.01,8679515,"$191,000,000.00",9.02
Face Masks,2010,45.66,3768830,"$172,000,000.00",-7.25
Face Masks,2005,104.21,3312212,"$345,000,000.00",7.66
Face Masks,2002,119.64,8626343,"$1,030,000,000.00",1.83
Face Masks,2007,90.06,1872862,"$169,000,000.00",-1.45
Face Masks,2012,86.12,1418670,"$122,000,000.00",-2.88
Face Masks,2003,65.97,4233838,"$279,000,000.00",3.78
Face Masks,2008,32.97,4152061,"$137,000,000.00",9.76
Face Masks,2013,97.52,5364109,"$523,000,000.00",3.76
Face Masks,2010,54.7,9900645,"$542,000,000.00",0.81
Face Masks,2004,70.75,5400197,"$382,000,000.00",-7.34
Face Masks,2021,89.61,843123,"$75,555,624.00",0.79
Face Masks,2001,111.13,6937217,"$771,000,000.00",-6.79
Face Masks,2016,31.27,2668142,"$83,422,169.00",16.01
Face Masks,2009,112.3,9635832,"$1,080,000,000.00",-1.45
Face Masks,2019,88.15,7604575,"$670,000,000.00",3.03
Face Masks,2010,23.18,3079930,"$71,397,547.00",1.13
Face Masks,2017,83.54,771810,"$64,477,267.00",7.8
Face Masks,2021,42.03,3274007,"$138,000,000.00",9.63
Face Masks,2012,69.96,5905942,"$413,000,000.00",-6.69
Face Masks,2018,117.83,5634039,"$664,000,000.00",15.55
Face Masks,2002,65.67,6194189,"$407,000,000.00",-4.54
Face Masks,2024,54.53,7327412,"$400,000,000.00",3.68
Face Masks,2002,67.17,4767588,"$320,000,000.00",6.11
Face Masks,2002,33.55,6751194,"$227,000,000.00",-2.09
Face Masks,2019,118.23,9596502,"$1,130,000,000.00",13.7
Face Masks,2014,35.53,280654,"$9,971,964.00",-1.13
Face Masks,2018,25.53,9674089,"$247,000,000.00",-1.48
Face Masks,2016,37.92,5549074,"$210,000,000.00",2.74
Face Masks,2024,82.97,9048158,"$751,000,000.00",14.15
Face Masks,2008,35.8,535012,"$19,154,967.00",-5.25
Face Masks,2003,82.42,7969292,"$657,000,000.00",7.96
Face Masks,2022,20.58,1089743,"$22,423,122.00",16.09
Face Masks,2024,118.4,6618941,"$784,000,000.00",11.29
Face Masks,2003,108.75,9580593,"$1,040,000,000.00",17.96
Face Masks,2023,117.88,4494238,"$530,000,000.00",15.5
Face Masks,2002,76.4,5578525,"$426,000,000.00",-0.32
Face Masks,2000,86.4,924521,"$79,882,731.00",15.96
Face Masks,2003,31.77,4113894,"$131,000,000.00",12.7
Face Masks,2018,58.02,3206185,"$186,000,000.00",-0.05
Face Masks,2017,42.21,3608779,"$152,000,000.00",-4.13
Face Masks,2020,113.38,7946821,"$901,000,000.00",15.64
Face Masks,2013,52.62,2865030,"$151,000,000.00",9.75
Face Masks,2015,46.63,4401588,"$205,000,000.00",18.76
Face Masks,2009,108.37,7604790,"$824,000,000.00",8.3
Face Masks,2011,21.92,2274006,"$49,852,698.00",16.48
Face Masks,2003,66.13,3984297,"$264,000,000.00",-1.44
Face Masks,2008,28.97,2838908,"$82,242,708.00",-7.96
Face Masks,2002,78.28,4582240,"$359,000,000.00",-7.4
Face Masks,2000,68.3,1497268,"$102,000,000.00",-5.19
Face Masks,2012,59.05,1291201,"$76,245,968.00",5.35
Face Masks,2020,36.7,6612785,"$243,000,000.00",-3.95
Face Masks,2017,53.29,9074966,"$484,000,000.00",-7.41
Face Masks,2004,103.12,3757453,"$387,000,000.00",-7.76
Face Masks,2007,74.11,1188843,"$88,110,268.00",12.5
Face Masks,2004,84.21,6473208,"$545,000,000.00",8.44
Face Masks,2017,107.44,2087463,"$224,000,000.00",10.61
Face Masks,2024,70.29,9518076,"$669,000,000.00",13.92
Face Masks,2003,117.3,1811736,"$213,000,000.00",10.93
Face Masks,2003,57.61,8230319,"$474,000,000.00",3.03
Face Masks,2001,100.77,632629,"$63,750,242.00",-0.81
Face Masks,2023,106.81,6236706,"$666,000,000.00",2.35
Face Masks,2003,73.08,4100765,"$300,000,000.00",-2.04
Face Masks,2000,12.28,8991082,"$110,000,000.00",-1.68
Face Masks,2009,32.55,6012431,"$196,000,000.00",16.39
Face Masks,2007,58.15,9384467,"$546,000,000.00",15.41
Face Masks,2016,101.09,3635605,"$368,000,000.00",9.05
Face Masks,2015,18.1,3299641,"$59,719,600.00",19.15
Face Masks,2006,25.57,2694068,"$68,875,136.00",-2.18
Face Masks,2015,68.34,2081248,"$142,000,000.00",-6.91
Face Masks,2000,55.13,6289741,"$347,000,000.00",-7.31
Face Masks,2005,114.21,4750957,"$543,000,000.00",19.58
Face Masks,2009,76.17,2961329,"$226,000,000.00",-6.99
Face Masks,2010,29.86,8272043,"$247,000,000.00",14.78
Face Masks,2007,13.2,3995327,"$52,731,921.00",18.35
Face Masks,2006,85.21,209510,"$17,852,524.00",9.52
Face Masks,2020,101.26,2561871,"$259,000,000.00",11.92
Face Masks,2006,41.1,3065134,"$126,000,000.00",14.64
Face Masks,2011,17.46,9688755,"$169,000,000.00",12.08
Face Masks,2011,116.62,8402213,"$980,000,000.00",-7.67
Face Masks,2013,66.36,9828761,"$652,000,000.00",2.56
Face Masks,2023,93.56,4768510,"$446,000,000.00",2.9
Face Masks,2015,115.06,4535418,"$522,000,000.00",1.56
Face Masks,2006,96.11,5268005,"$506,000,000.00",4.09
Face Masks,2009,85.17,2632718,"$224,000,000.00",0.54
Face Masks,2004,107.01,4874727,"$522,000,000.00",10.23
Face Masks,2015,101.29,9335605,"$946,000,000.00",12.89
Face Masks,2019,59.55,8823558,"$525,000,000.00",-0.37
Face Masks,2007,53.32,919900,"$49,046,175.00",-1.99
Face Masks,2001,24.06,7043853,"$169,000,000.00",1.72
Face Masks,2013,77.05,6708127,"$517,000,000.00",-1.7
Face Masks,2015,70.06,5893746,"$413,000,000.00",-7.18
Face Masks,2010,57.66,6737659,"$389,000,000.00",8.43
Face Masks,2009,53.28,7949709,"$424,000,000.00",-6.88
Face Masks,2012,66,6750585,"$446,000,000.00",6.23
Face Masks,2010,85.97,6510821,"$560,000,000.00",4.17
Face Masks,2001,115.5,9284563,"$1,070,000,000.00",19.91
Face Masks,2020,35.13,2613186,"$91,794,202.00",10.33
Face Masks,2013,91.28,849398,"$77,535,266.00",12.75
Face Masks,2005,13.18,1241152,"$16,352,351.00",14.22
Face Masks,2000,65.21,126418,"$8,243,942.00",8.32
Face Masks,2010,51.59,238697,"$12,315,496.00",2.61
Face Masks,2013,77.63,2745630,"$213,000,000.00",5.77
Face Masks,2000,86.27,778418,"$67,157,056.00",14.54
Face Masks,2015,58.86,8794118,"$518,000,000.00",-4.56
Face Masks,2024,73.17,1245551,"$91,134,121.00",6.19
Face Masks,2020,52.88,3705738,"$196,000,000.00",-2.62
Face Masks,2000,80.5,2003990,"$161,000,000.00",-5.56
Face Masks,2008,36.84,5247779,"$193,000,000.00",10.23
Face Masks,2014,55.72,557387,"$31,056,932.00",2.02
Face Masks,2013,55.83,7356444,"$411,000,000.00",15.07
Face Masks,2000,62.3,7390277,"$460,000,000.00",2.55
Face Masks,2004,90.92,9014896,"$820,000,000.00",-2.39
Face Masks,2006,83.1,6697128,"$557,000,000.00",5.92
Face Masks,2009,72.57,4787939,"$347,000,000.00",2.31
Face Masks,2024,10.67,8134163,"$86,798,514.00",-7.14
Face Masks,2009,105.62,6472407,"$684,000,000.00",-1.99
Face Masks,2000,54.13,2193175,"$119,000,000.00",16.71
Face Masks,2011,31.06,591475,"$18,368,804.00",8.68
Face Masks,2018,37.56,6630110,"$249,000,000.00",-1.2
Face Masks,2010,96.48,6981836,"$674,000,000.00",2.23
Face Masks,2011,33.66,1623526,"$54,654,645.00",5.64
Face Masks,2008,25.76,5036021,"$130,000,000.00",8.15
Face Masks,2011,80.62,1987494,"$160,000,000.00",-5.14
Face Masks,2024,53.34,1963327,"$105,000,000.00",6.3
Face Masks,2004,48.2,2197670,"$106,000,000.00",0.42
Face Masks,2016,104.38,6629312,"$692,000,000.00",-6.66
Face Masks,2003,91.93,215422,"$19,804,668.00",19.11
Face Masks,2023,115.09,8417916,"$969,000,000.00",3.91
Face Masks,2007,76.54,8354087,"$639,000,000.00",0.02
Face Masks,2014,51.15,6100790,"$312,000,000.00",17.08
Face Masks,2017,86.62,3966582,"$344,000,000.00",9.24
Face Masks,2017,73.34,1432520,"$105,000,000.00",10.73
Face Masks,2006,51.58,9020302,"$465,000,000.00",11.57
Face Masks,2006,109.19,4367472,"$477,000,000.00",9.16
Face Masks,2022,80.61,2141028,"$173,000,000.00",-5.39
Face Masks,2007,30.86,9510181,"$294,000,000.00",13.98
Face Masks,2012,13.06,3366652,"$43,969,944.00",2.89
Face Masks,2005,16.87,1532529,"$25,857,922.00",-3.6
Face Masks,2010,46.24,6500220,"$301,000,000.00",-3.69
Face Masks,2014,45.34,6945134,"$315,000,000.00",4.29
Face Masks,2024,40.23,897749,"$36,118,202.00",0.46
Face Masks,2017,86.07,2247948,"$193,000,000.00",15.67
Face Masks,2021,14.43,8201155,"$118,000,000.00",17.83
Face Masks,2009,108.91,8109250,"$883,000,000.00",9.05
Face Masks,2015,18.76,6951090,"$130,000,000.00",0.01
Face Masks,2019,88.36,4648417,"$411,000,000.00",2.27
Face Masks,2012,71.3,854585,"$60,929,905.00",2.6
Face Masks,2019,66.67,3692777,"$246,000,000.00",7.02
Face Masks,2017,112.64,2862865,"$322,000,000.00",1.92
Face Masks,2009,59.31,4084285,"$242,000,000.00",15.35
Face Masks,2008,104.3,8212709,"$857,000,000.00",-4.61
Face Masks,2019,107.72,821457,"$88,487,633.00",-1
Face Masks,2006,93.3,8886882,"$829,000,000.00",-1.55
Face Masks,2010,81.9,766203,"$62,749,391.00",16.68
Face Masks,2011,56.98,4638220,"$264,000,000.00",2.56
Face Masks,2019,76.29,5143169,"$392,000,000.00",16.39
Face Masks,2005,51.74,8667126,"$448,000,000.00",12.77
Face Masks,2017,96.31,5479197,"$528,000,000.00",-6.71
Face Masks,2014,92.86,2900062,"$269,000,000.00",0.59
Face Masks,2010,98.67,1758376,"$173,000,000.00",-2.1
Face Masks,2021,46.88,1763096,"$82,662,725.00",9.14
Face Masks,2005,39.97,5880281,"$235,000,000.00",17.04
Face Masks,2005,50.19,4353154,"$218,000,000.00",5.58
Face Masks,2010,76.8,2335975,"$179,000,000.00",-0.17
Face Masks,2017,95.92,8806596,"$845,000,000.00",-6.49
Face Masks,2020,59.61,2315071,"$138,000,000.00",-3.86
Face Masks,2016,87.91,7197973,"$633,000,000.00",16.83
Face Masks,2005,10.12,7903111,"$79,984,664.00",-3.85
Face Masks,2022,108.45,644251,"$69,866,528.00",13.25
Face Masks,2014,13.93,8192519,"$114,000,000.00",3.61
Face Masks,2009,83,9733950,"$808,000,000.00",4.55
Face Masks,2007,54.11,4285820,"$232,000,000.00",4.67
Face Masks,2020,35.86,3205099,"$115,000,000.00",3.56
Face Masks,2008,115.61,7383742,"$854,000,000.00",-7.72
Face Masks,2005,39.38,1255349,"$49,440,345.00",18.67
Face Masks,2010,66.01,4661108,"$308,000,000.00",0.93
Face Masks,2007,100.8,7520603,"$758,000,000.00",14.04
Face Masks,2022,50.9,4279984,"$218,000,000.00",15.44
Face Masks,2010,46.26,7679855,"$355,000,000.00",5.53
Face Masks,2003,42.02,3946184,"$166,000,000.00",-2.08
Face Masks,2016,67.31,9298693,"$626,000,000.00",5.76
Face Masks,2022,16.04,1096966,"$17,592,016.00",0.23
Face Masks,2010,68.76,7809673,"$537,000,000.00",12.62
Face Masks,2008,98.72,9648855,"$953,000,000.00",0.4
Face Masks,2016,58.56,2919324,"$171,000,000.00",14.35
Face Masks,2019,52.71,1381205,"$72,805,779.00",8.66
Face Masks,2018,75.98,970540,"$73,742,017.00",9.77
Face Masks,2015,44.74,776907,"$34,760,686.00",1.88
Face Masks,2014,85.2,7589912,"$647,000,000.00",15.7
Face Masks,2006,17.2,2733335,"$47,025,246.00",17.22
Face Masks,2021,75.17,2960327,"$223,000,000.00",-0.3
Face Masks,2012,10.98,7225804,"$79,328,818.00",14.38
Face Masks,2017,84.49,6122128,"$517,000,000.00",-7.87
Face Masks,2006,115.63,2793793,"$323,000,000.00",15.76
Face Masks,2016,24.1,8891715,"$214,000,000.00",10.65
Face Masks,2024,41.93,5195358,"$218,000,000.00",16.33
