Category,Year,Avg_Price,Units_Sold,Dollar_Sales,YOY_Change,Guess_Unit_Sales
Serums,2001,68.21,8447020,576000000,-1.67,0
Serums,2001,96.69,5250700,508000000,17.66,0
Serums,2001,80.61,8534134,688000000,-7.6,0
Serums,2001,98.15,7002336,687000000,15.35,0
Additional Treatments,2002,115.96,5921677,687000000,1.82,0
Additional Treatments,2002,10.81,9333096,101000000,-3.6,0
Additional Treatments,2002,49.17,4675748,230000000,-7.44,0
Additional Treatments,2002,16.98,6711504,114000000,-2.31,0
Additional Treatments,2002,51.39,1598008,82124882,16.86,0
Additional Treatments,2002,81.77,3482260,285000000,-6.7,0
Additional Treatments,2002,110.35,8908705,983000000,-3.62,0
Additional Treatments,2002,85.63,5764817,494000000,-7.67,0
Additional Treatments,2002,16.81,170625,2868200,-2.35,0
Additional Treatments,2002,40.89,1330842,54412100,18.63,0
Additional Treatments,2002,118.75,1529325,182000000,-6.88,0
Additional Treatments,2002,110.14,6096260,671000000,16.19,0
Additional Treatments,2002,84.46,635906,53708671,5.69,0
Additional Treatments,2002,38.28,7677363,294000000,12.92,0
Additional Treatments,2002,59.75,5842895,349000000,15.13,0
Additional Treatments,2002,57.47,6219958,357000000,10.58,0
Additional Treatments,2002,59.85,5453949,326000000,-0.16,0
Additional Treatments,2002,100.67,3581781,361000000,9.17,0
Additional Treatments,2002,39.06,3753228,147000000,16.64,0
Additional Treatments,2002,26.06,6113278,159000000,-7.96,0
Additional Treatments,2002,62.25,536715,33411570,15.46,0
Additional Treatments,2002,78.75,6230524,491000000,2,0
Additional Treatments,2002,90.55,9671707,876000000,18.9,0
Anti-Aging Creams,2002,10.21,7303805,74542817,-6.11,0
Anti-Aging Creams,2002,13.61,6924259,94261612,4.04,0
Anti-Aging Creams,2002,30.26,3871867,117000000,2.37,0
Anti-Aging Creams,2002,13.65,1272933,17371469,14.05,0
Anti-Aging Creams,2002,48.06,2587447,124000000,16.93,0
Anti-Aging Creams,2002,22.14,6009339,133000000,-3.62,0
Anti-Aging Creams,2002,113.34,6835199,775000000,-4.16,0
Anti-Aging Creams,2002,68.56,9811817,673000000,-2.67,0
Anti-Aging Creams,2002,21.95,5716657,126000000,10.74,0
Anti-Aging Creams,2002,39.22,8204684,322000000,-7.61,0
Anti-Aging Creams,2002,23.36,3180503,74305011,-3.1,0
Anti-Aging Creams,2002,99.19,1706337,169000000,3.38,0
Anti-Aging Creams,2002,58.14,5988432,348000000,-2.73,0
Anti-Aging Creams,2002,100.51,4621636,465000000,2.2,0
Anti-Aging Creams,2002,119.67,5280268,632000000,16.11,0
Anti-Aging Creams,2002,35.95,4019616,145000000,15.92,0
Anti-Aging Creams,2002,72.12,6341790,457000000,15.16,0
Anti-Aging Creams,2002,108.31,1220110,132000000,7.75,0
Anti-Aging Creams,2002,94.58,7336976,694000000,9.63,0
Anti-Aging Creams,2002,64.5,1472946,95007482,17.15,0
Cleanser,2002,105.09,945145,99327752,7.09,0
Cleanser,2002,63.03,1234787,77827367,1.65,0
Cleanser,2002,47.17,7808850,368000000,4.86,0
Cleanser,2002,65.99,8276127,546000000,-5.33,0
Cleanser,2002,75.66,4908977,371000000,-6.75,0
Cleanser,2002,10.47,655552,6861861,3.5,0
Cleanser,2002,86.96,739041,64264625,-5.06,0
Cleanser,2002,89.92,5380277,484000000,-5.07,0
Cleanser,2002,63.37,2022649,128000000,17.11,0
Cleanser,2002,45.14,4694526,212000000,-3.35,0
Cleanser,2002,14.65,9726082,143000000,15.9,0
Cleanser,2002,74.29,836671,62153546,11.23,0
Cleanser,2002,96.72,2035897,197000000,-0.04,0
Cleanser,2002,72.41,1878074,136000000,6.35,0
Cleanser,2002,60.48,6106547,369000000,14.79,0
Cleanser,2002,90.47,3133268,283000000,3.21,0
Cleanser,2002,26.74,5853775,157000000,6.14,0
Cleanser,2002,16,9367838,150000000,1,0
Cleanser,2002,103.51,3878598,401000000,14.6,0
Cleanser,2002,97.85,238854,23371680,-3.9,0
Cleanser,2002,81.36,9846899,801000000,14.25,0
Cleanser,2002,17.87,5355089,95692422,-0.39,0
Cleanser,2002,27.69,7365280,204000000,-0.97,0
Cleanser,2002,18.85,9584867,181000000,9.97,0
Cleanser,2002,79.73,9706166,774000000,-6.31,0
Cleanser,2002,41.24,1934188,79775452,5.32,0
Cleanser,2002,28.45,4779994,136000000,1.19,0
Cleanser,2002,110.93,521899,57896222,3.09,0
Exfoliants,2002,59.7,1649789,98492977,-6.25,0
Exfoliants,2002,61.54,3048188,188000000,-5.9,0
Exfoliants,2002,62.3,7833173,488000000,1.29,0
Exfoliants,2002,42.87,7367635,316000000,17.58,0
Exfoliants,2002,100.63,3095498,311000000,-2.18,0
Exfoliants,2002,59.78,1266690,75728208,13.09,0
Exfoliants,2002,93.44,9544688,892000000,15.97,0
Exfoliants,2002,107.31,2557194,274000000,0.67,0
Exfoliants,2002,21.94,8833834,194000000,-1.25,0
Exfoliants,2002,111.76,8595238,961000000,0.85,0
Exfoliants,2002,71.39,9963635,711000000,13.22,0
Exfoliants,2002,46.01,3911733,180000000,9.23,0
Exfoliants,2002,65.11,9711807,632000000,6.21,0
Exfoliants,2002,41.85,9586279,401000000,13.72,0
Exfoliants,2002,93.34,2016632,188000000,4.85,0
Exfoliants,2002,47.66,955267,45530151,19.97,0
Exfoliants,2002,81.87,4133474,338000000,-5.14,0
Exfoliants,2002,99.24,830478,82415453,19.81,0
Exfoliants,2002,79.83,3487680,278000000,17.07,0
Exfoliants,2002,89.06,5100521,454000000,10.76,0
Exfoliants,2002,118.23,2577705,305000000,6.82,0
Exfoliants,2002,96.42,6959441,671000000,17.09,0
Exfoliants,2002,41.93,1960927,82222438,-4.42,0
Exfoliants,2002,37.63,7998087,301000000,-7.32,0
Exfoliants,2002,76.58,991879,75955251,17,0
Exfoliants,2002,73.74,6321812,466000000,4.27,0
Exfoliants,2002,74.8,5728499,429000000,0.51,0
Face Masks,2002,20.12,2379379,47874118,4.72,0
Face Masks,2002,119.64,8626343,1030000000,1.83,0
Face Masks,2002,65.67,6194189,407000000,-4.54,0
Face Masks,2002,67.17,4767588,320000000,6.11,0
Face Masks,2002,33.55,6751194,227000000,-2.09,0
Face Masks,2002,76.4,5578525,426000000,-0.32,0
Face Masks,2002,78.28,4582240,359000000,-7.4,0
Face Masks,2002,60.76,9672064,588000000,10.08,0
Face Masks,2002,38.7,9839727,381000000,8.58,0
Face Masks,2002,84.87,2185071,185000000,1.59,0
Face Masks,2002,30.28,1254733,37996594,11.56,0
Face Masks,2002,86.46,6705556,580000000,-3.11,0
Face Masks,2002,74.01,1476141,109000000,3.7,0
Face Masks,2002,97.93,5799732,568000000,6.47,0
Face Masks,2002,38.06,5366980,204000000,-3.44,0
Face Masks,2002,34.82,4703299,164000000,7.84,0
Face Masks,2002,58.47,3365010,197000000,0.79,0
Face Masks,2002,85.9,7649664,657000000,7.42,0
Face Masks,2002,54.59,5099187,278000000,16.99,0
Face Masks,2002,44.55,3870560,172000000,2.41,0
Face Masks,2002,115.7,2061805,239000000,-0.06,0
Hydration Products,2002,86.29,1374082,119000000,-5.71,0
Hydration Products,2002,84.14,9340676,786000000,6.91,0
Hydration Products,2002,79.42,5919849,470000000,6.36,0
Hydration Products,2002,110.01,244373,26882990,-1.63,0
Hydration Products,2002,74.8,432893,32380503,-6.63,0
Hydration Products,2002,17.67,2207398,38996818,-7.11,0
Hydration Products,2002,114.84,4870145,559000000,8.35,0
Hydration Products,2002,118.19,7569000,895000000,8.32,0
Hydration Products,2002,101.86,4392954,447000000,-7.59,0
Hydration Products,2002,18.65,4112806,76691430,8.31,0
Hydration Products,2002,48.55,500577,24304091,3.54,0
Hydration Products,2002,79.48,8559924,680000000,18.79,0
Hydration Products,2002,11.58,3129419,36248213,-0.48,0
Hydration Products,2002,59.64,9874774,589000000,8.04,0
Hydration Products,2002,50.48,8865106,448000000,8.28,0
Hydration Products,2002,72.13,8738336,630000000,17.91,0
Hydration Products,2002,64.87,1192692,77370277,12.64,0
Hydration Products,2002,55.16,3069991,169000000,-1.42,0
Hydration Products,2002,96.11,3730712,359000000,5.15,0
Hydration Products,2002,13.3,5170094,68759319,-0.03,0
Hydration Products,2002,108.02,423366,45732977,2.82,0
Hydration Products,2002,12.64,4540256,57382981,-3.49,0
Hydration Products,2002,29.86,901442,26920849,0.64,0
Hydration Products,2002,87.37,8943945,781000000,18.18,0
Hydration Products,2002,17.16,5762849,98885576,15.82,0
Hydration Products,2002,84.88,2483187,211000000,0.21,0
Hydration Products,2002,15.48,6350581,98278984,-6.17,0
Hydration Products,2002,111.57,1837698,205000000,16.56,0
Laser Masks,2002,61.19,8508469,521000000,-7.99,0
Laser Masks,2002,82.88,1042740,86427233,-2.72,0
Laser Masks,2002,31.72,2590552,82166213,11.4,0
Laser Masks,2002,105.55,1436621,152000000,18.38,0
Laser Masks,2002,83.36,3214413,268000000,11.82,0
Laser Masks,2002,22.91,1589265,36407760,19.53,0
Laser Masks,2002,28.8,6140295,177000000,14.95,0
Laser Masks,2002,47.02,6837824,321000000,14.63,0
Laser Masks,2002,116.01,1140602,132000000,13.79,0
Laser Masks,2002,28.4,1146256,32557211,17.11,0
Laser Masks,2002,100.21,5822780,584000000,1.02,0
Laser Masks,2002,62.08,7022423,436000000,9.71,0
Laser Masks,2002,46.9,7473908,351000000,6.89,0
Laser Masks,2002,98.32,6146887,604000000,18.9,0
Laser Masks,2002,39.57,3971110,157000000,-5.8,0
Laser Masks,2002,103.36,6142209,635000000,6.06,0
Laser Masks,2002,51.79,9224764,478000000,15.05,0
Laser Masks,2002,53.62,4307363,231000000,12.97,0
Laser Masks,2002,90.26,9337120,843000000,14.76,0
Laser Masks,2002,68.47,8244349,565000000,0.02,0
Laser Masks,2002,56.94,9431109,537000000,10.4,0
Laser Masks,2002,93.47,8200554,766000000,-6.06,0
Laser Masks,2002,101.97,6790167,692000000,7.76,0
Laser Masks,2002,22.51,3107599,69944897,-0.08,0
Laser Masks,2002,104.98,5356899,562000000,-3.2,0
Laser Masks,2002,87.48,2735063,239000000,8.95,0
Laser Masks,2002,109.62,642825,70465768,11.95,0
Laser Masks,2002,99.96,9018947,901000000,16.36,0
Laser Masks,2002,38.24,1320449,50497688,-3.51,0
Laser Masks,2002,39.46,664265,26210369,2.86,0
Laser Masks,2002,54.58,1386158,75659039,-6.05,0
Laser Masks,2002,119.44,6010304,718000000,11.1,0
Laser Masks,2002,85.45,1090035,93146552,-4.84,0
Laser Masks,2002,75.27,8399246,632000000,3.27,0
Serums,2002,89.74,3842823,345000000,8.6,0
Serums,2002,53.27,4879651,260000000,2.47,0
Serums,2002,43.86,2553046,112000000,5.62,0
Serums,2002,15.99,2636739,42157010,12.82,0
Serums,2002,32.26,1903046,61399709,-3.27,0
Serums,2002,39.51,8258142,326000000,14.03,0
Serums,2002,18.59,7762820,144000000,13.6,0
Serums,2002,66.7,6772775,452000000,-3.88,0
Serums,2002,62.9,5068714,319000000,11.87,0
Serums,2002,87.31,2812755,246000000,8.85,0
Serums,2002,60.25,3249327,196000000,12.33,0
Serums,2002,28.83,353020,10178086,2.21,0
Serums,2002,36.24,4145895,150000000,18.97,0
Serums,2002,79.14,4513139,357000000,12.03,0
Serums,2002,116.4,4070237,474000000,11.59,0
Serums,2002,25.84,7948055,205000000,15.82,0
Serums,2002,108.37,1625146,176000000,14.26,0
Serums,2002,39.73,9330744,371000000,9.83,0
Serums,2002,38.31,8559438,328000000,-7.93,0
Serums,2002,108.2,9285305,1000000000,0.21,0
Serums,2002,45.35,3421234,155000000,18.18,0
Additional Treatments,2003,68.83,8263675,569000000,6.28,0
Additional Treatments,2003,36.74,2877335,106000000,-1.47,0
Additional Treatments,2003,92.54,1511206,140000000,19.96,0
Additional Treatments,2003,116.35,3967651,462000000,12.22,0
Additional Treatments,2003,21.38,9976717,213000000,-4.67,0
Additional Treatments,2003,39.12,4406197,172000000,4.34,0
Additional Treatments,2003,74.65,9977288,745000000,-7.9,0
Additional Treatments,2003,113.19,6528849,739000000,4.94,0
Additional Treatments,2003,77.38,1482937,115000000,4.14,0
Additional Treatments,2003,72.43,8673002,628000000,-0.76,0
Additional Treatments,2003,73.11,6977455,510000000,0.45,0
Additional Treatments,2003,50.08,4366917,219000000,11.8,0
Additional Treatments,2003,87.55,1113554,97487155,3.49,0
Additional Treatments,2003,52.35,6760691,354000000,9.37,0
Additional Treatments,2003,88.58,7585437,672000000,11.95,0
Additional Treatments,2003,101.34,7614044,772000000,4.51,0
Additional Treatments,2003,22.98,8136060,187000000,4.4,0
Additional Treatments,2003,60.17,5785045,348000000,13.62,0
Additional Treatments,2003,44.88,1368136,61399683,13.67,0
Additional Treatments,2003,23.6,8853255,209000000,11.44,0
Additional Treatments,2003,29.51,3498794,103000000,8.07,0
Additional Treatments,2003,20.47,1286102,26326641,16.33,0
Additional Treatments,2003,103.53,8405400,870000000,-2.82,0
Additional Treatments,2003,86.84,9005757,782000000,4.84,0
Additional Treatments,2003,30.81,3374768,104000000,-4.09,0
Anti-Aging Creams,2003,80.13,5027072,403000000,11.27,0
Anti-Aging Creams,2003,49.37,185560,9161461,11.27,0
Anti-Aging Creams,2003,78.02,5139782,401000000,-6.74,0
Anti-Aging Creams,2003,24.26,1242083,30138767,11.21,0
Anti-Aging Creams,2003,15.02,3909925,58722903,19.97,0
Anti-Aging Creams,2003,30.49,1804196,55007604,10.27,0
Anti-Aging Creams,2003,35.25,7605013,268000000,19.29,0
Anti-Aging Creams,2003,90.26,5001287,451000000,0.98,0
Anti-Aging Creams,2003,41.57,5899950,245000000,-3.49,0
Anti-Aging Creams,2003,74.82,4373616,327000000,4.83,0
Anti-Aging Creams,2003,86.2,2138213,184000000,1.95,0
Anti-Aging Creams,2003,108.45,1909720,207000000,-1.69,0
Anti-Aging Creams,2003,49.13,4721503,232000000,1.35,0
Anti-Aging Creams,2003,42.36,4959045,210000000,8.65,0
Anti-Aging Creams,2003,56.36,7753353,437000000,8.48,0
Anti-Aging Creams,2003,24.6,3991750,98214520,13.17,0
Anti-Aging Creams,2003,31.72,4797380,152000000,14.67,0
Anti-Aging Creams,2003,37.33,2508788,93641605,2.65,0
Anti-Aging Creams,2003,51.31,3285049,169000000,14.53,0
Anti-Aging Creams,2003,70.28,4446115,312000000,-3.24,0
Anti-Aging Creams,2003,23.91,5559201,133000000,3.82,0
Anti-Aging Creams,2003,35.01,5158226,181000000,-5.81,0
Anti-Aging Creams,2003,86.04,4127488,355000000,13.42,0
Anti-Aging Creams,2003,81.41,572946,46643510,-6.16,0
Anti-Aging Creams,2003,64.28,3630466,233000000,11.14,0
Cleanser,2003,113.7,6018811,684000000,-7.92,0
Cleanser,2003,55.76,8682616,484000000,-4.08,0
Cleanser,2003,64.6,3165414,204000000,-3.06,0
Cleanser,2003,78.35,3437329,269000000,17.25,0
Cleanser,2003,118.32,2995563,354000000,11.83,0
Cleanser,2003,66.17,4634146,307000000,-1.12,0
Cleanser,2003,51.68,9834913,508000000,-6.13,0
Cleanser,2003,104.62,3219399,337000000,13.36,0
Cleanser,2003,49.08,1729038,84865872,7.66,0
Cleanser,2003,30.05,4223832,127000000,6.98,0
Cleanser,2003,89.85,8360473,751000000,5.04,0
Cleanser,2003,110.66,4214888,466000000,1.93,0
Cleanser,2003,27.34,6698429,183000000,2.88,0
Cleanser,2003,44.83,1502635,67358465,3.52,0
Cleanser,2003,62.76,3634935,228000000,15.54,0
Cleanser,2003,71.22,1139554,81153526,1.01,0
Cleanser,2003,28.05,2801950,78589890,-5.21,0
Cleanser,2003,92.73,5688319,527000000,7.17,0
Cleanser,2003,82.28,1039513,85533225,18.02,0
Cleanser,2003,12.68,8494705,108000000,2.58,0
Cleanser,2003,106.38,2401188,255000000,18.2,0
Exfoliants,2003,31.47,8038390,253000000,17.32,0
Exfoliants,2003,57.36,4126752,237000000,5.61,0
Exfoliants,2003,38.33,2724969,104000000,-5.72,0
Exfoliants,2003,91.05,3488340,318000000,7.37,0
Exfoliants,2003,36.65,774503,28384979,10.61,0
Exfoliants,2003,109.41,2012024,220000000,11.41,0
Exfoliants,2003,74.4,6458736,481000000,-1.7,0
Exfoliants,2003,89.14,6791910,605000000,-1.15,0
Exfoliants,2003,103.43,6479178,670000000,8.79,0
Exfoliants,2003,83.3,3257200,271000000,11.24,0
Exfoliants,2003,95.62,723070,69141261,0.67,0
Exfoliants,2003,52.74,5702361,301000000,-0.61,0
Exfoliants,2003,37.07,5389889,200000000,-3.5,0
Exfoliants,2003,114.71,5220423,599000000,4.15,0
Exfoliants,2003,84.24,6488136,547000000,17.95,0
Exfoliants,2003,111.49,6169466,688000000,17.81,0
Exfoliants,2003,52.19,8583075,448000000,-4.73,0
Exfoliants,2003,102.28,7959895,814000000,-5.28,0
Face Masks,2003,96.86,1234585,120000000,11.19,0
Face Masks,2003,65.97,4233838,279000000,3.78,0
Face Masks,2003,82.42,7969292,657000000,7.96,0
Face Masks,2003,108.75,9580593,1040000000,17.96,0
Face Masks,2003,31.77,4113894,131000000,12.7,0
Face Masks,2003,66.13,3984297,264000000,-1.44,0
Face Masks,2003,117.3,1811736,213000000,10.93,0
Face Masks,2003,57.61,8230319,474000000,3.03,0
Face Masks,2003,73.08,4100765,300000000,-2.04,0
Face Masks,2003,91.93,215422,19804668,19.11,0
Face Masks,2003,42.02,3946184,166000000,-2.08,0
Face Masks,2003,75.58,543591,41082346,0.16,0
Face Masks,2003,62.46,4408527,275000000,12.95,0
Face Masks,2003,10.3,2702721,27832777,2.63,0
Face Masks,2003,38.32,5452876,209000000,-3.84,0
Face Masks,2003,84.1,1311638,110000000,11.47,0
Face Masks,2003,45.14,3582579,162000000,7.91,0
Face Masks,2003,48.64,7392230,360000000,9.63,0
Face Masks,2003,35.1,8170664,287000000,15.39,0
Face Masks,2003,36.46,4734420,173000000,6.62,0
Face Masks,2003,51.55,7912567,408000000,9.42,0
Face Masks,2003,84.26,150897,12714762,14.51,0
Face Masks,2003,108.07,2565918,277000000,8.33,0
Face Masks,2003,76.32,7670829,585000000,19.93,0
Hydration Products,2003,40.4,8022415,324000000,13.34,0
Hydration Products,2003,107.05,3834616,411000000,0.52,0
Hydration Products,2003,30.24,1717646,51941670,8.48,0
Hydration Products,2003,103.3,7409902,765000000,11.26,0
Hydration Products,2003,106.23,1777694,189000000,-1.64,0
Hydration Products,2003,67.87,543660,36898298,-6.23,0
Hydration Products,2003,42.69,1806270,77103689,15.49,0
Hydration Products,2003,20.14,272666,5491875,4.59,0
Hydration Products,2003,112.09,5144685,577000000,18.67,0
Hydration Products,2003,119,426360,50735817,14.62,0
Hydration Products,2003,80.07,983710,78769185,6.38,0
Hydration Products,2003,21.28,5184074,110000000,0.41,0
Hydration Products,2003,111.42,4339003,483000000,-1.13,0
Hydration Products,2003,69.59,7005976,488000000,-2.16,0
Hydration Products,2003,22.03,8806997,194000000,-5.04,0
Hydration Products,2003,67.16,1577420,106000000,12.61,0
Hydration Products,2003,28.57,7561273,216000000,-7.26,0
Hydration Products,2003,84.74,6469839,548000000,-6.72,0
Hydration Products,2003,106.05,320879,34027943,-7.58,0
Hydration Products,2003,53.41,8593110,459000000,11.69,0
Hydration Products,2003,65.65,2698648,177000000,4.35,0
Hydration Products,2003,92.24,2879595,266000000,3.73,0
Hydration Products,2003,77.69,1969536,153000000,-2.46,0
Hydration Products,2003,78.32,3333968,261000000,13.19,0
Laser Masks,2003,80.97,6779081,549000000,-3.06,0
Laser Masks,2003,55.57,726187,40356105,12,0
Laser Masks,2003,63.14,6085651,384000000,5.49,0
Laser Masks,2003,17.46,5910278,103000000,1.73,0
Laser Masks,2003,16.55,9151058,151000000,15.81,0
Laser Masks,2003,76.61,2501785,192000000,17.95,0
Laser Masks,2003,111.8,5332045,596000000,-4.04,0
Laser Masks,2003,33.83,4308227,146000000,1.41,0
Laser Masks,2003,60.57,1951371,118000000,15.65,0
Laser Masks,2003,112.31,3572968,401000000,4.21,0
Laser Masks,2003,95.92,1327454,127000000,-4.07,0
Laser Masks,2003,18.42,7512133,138000000,9.3,0
Laser Masks,2003,80.6,7419977,598000000,2.27,0
Laser Masks,2003,43.48,5266267,229000000,8.31,0
Laser Masks,2003,78.26,4815358,377000000,9.18,0
Laser Masks,2003,69.91,8661565,606000000,4.07,0
Laser Masks,2003,28.61,7180752,205000000,3.75,0
Laser Masks,2003,77.24,9568180,739000000,6.05,0
Laser Masks,2003,30.64,9983617,306000000,7.07,0
Laser Masks,2003,20.88,4339379,90591845,9.95,0
Laser Masks,2003,77.41,9211989,713000000,4.22,0
Laser Masks,2003,68.89,7360633,507000000,-5.96,0
Laser Masks,2003,50.82,2737181,139000000,13.8,0
Laser Masks,2003,97.16,2452518,238000000,-3.47,0
Laser Masks,2003,39.92,9755620,389000000,-2.18,0
Laser Masks,2003,30.11,9976132,300000000,-3.08,0
Laser Masks,2003,30.67,4973587,153000000,-1.03,0
Laser Masks,2003,26.31,8411142,221000000,-0.3,0
Laser Masks,2003,53.94,7342481,396000000,3.29,0
Laser Masks,2003,11.08,160086,1774109,8.76,0
Serums,2003,15.45,5631819,87022521,19.57,0
Serums,2003,33.29,9341407,311000000,13.59,0
Serums,2003,67.28,6216508,418000000,-2.96,0
Serums,2003,104.71,9132117,956000000,-3.33,0
Serums,2003,24.93,1232203,30719020,-6.81,0
Serums,2003,63.26,9890436,626000000,-7.01,0
Serums,2003,20.57,2235605,45985080,14.11,0
Serums,2003,100.35,8201690,823000000,16.87,0
Serums,2003,101.95,6389855,651000000,-4.15,0
Serums,2003,49.65,3365456,167000000,-0.6,0
Serums,2003,110.85,5352245,593000000,16.35,0
Serums,2003,17.73,3108471,55102221,3.17,0
Serums,2003,58.15,3290251,191000000,-6.76,0
Serums,2003,59.85,2772521,166000000,0.66,0
Serums,2003,43.58,6925425,302000000,12.51,0
Serums,2003,55.89,3064479,171000000,6.84,0
Serums,2003,24.65,4393994,108000000,9.29,0
Serums,2003,65.41,1696099,111000000,15.62,0
Serums,2003,15.91,4537888,72212543,17.93,0
Serums,2003,15.95,166459,2655142,17.55,0
Serums,2003,41.83,5707706,239000000,1.58,0
Serums,2003,67.73,2318141,157000000,10.06,0
Serums,2003,51.02,4567595,233000000,14.15,0
Serums,2003,88.28,9885836,873000000,4.69,0
Serums,2003,39.19,4359352,171000000,-4.56,0
Serums,2003,54.58,3201127,175000000,4.76,0
Additional Treatments,2004,24.57,5639967,139000000,4.98,0
Additional Treatments,2004,67.87,3982790,270000000,17.15,0
Additional Treatments,2004,59.56,3096561,184000000,6.28,0
Additional Treatments,2004,96.2,3624325,349000000,-6.49,0
Additional Treatments,2004,92.41,421681,38969565,-5.83,0
Additional Treatments,2004,33.24,5898706,196000000,-2.82,0
Additional Treatments,2004,94.57,2324937,220000000,-4.54,0
Additional Treatments,2004,117.66,1106796,130000000,12.11,0
Additional Treatments,2004,97.67,2711484,265000000,18.51,0
Additional Treatments,2004,64.45,1756792,113000000,7.1,0
Additional Treatments,2004,60.2,6660098,401000000,12.88,0
Additional Treatments,2004,83.63,2688485,225000000,7,0
Additional Treatments,2004,27.42,8865122,243000000,2.73,0
Additional Treatments,2004,106.47,7678991,818000000,12.31,0
Additional Treatments,2004,75.49,1726387,130000000,-5.2,0
Additional Treatments,2004,74.59,1379183,103000000,16.6,0
Additional Treatments,2004,31,4521816,140000000,3.98,0
Additional Treatments,2004,66.57,4637185,309000000,18.72,0
Additional Treatments,2004,36.89,6927853,256000000,5.88,0
Additional Treatments,2004,40.12,2778748,111000000,1.36,0
Anti-Aging Creams,2004,47.9,6767174,324000000,10.83,0
Anti-Aging Creams,2004,86.2,1894125,163000000,-3.16,0
Anti-Aging Creams,2004,84.83,9491360,805000000,16.07,0
Anti-Aging Creams,2004,72.53,8538681,619000000,16.47,0
Anti-Aging Creams,2004,31.24,2479606,77455025,6.03,0
Anti-Aging Creams,2004,47.32,709162,33560965,5.12,0
Anti-Aging Creams,2004,101.37,5658610,574000000,2.5,0
Anti-Aging Creams,2004,117.47,1527038,179000000,-4.29,0
Anti-Aging Creams,2004,82.75,3414460,283000000,11.21,0
Anti-Aging Creams,2004,117.34,7221915,847000000,9.41,0
Anti-Aging Creams,2004,104.67,8682450,909000000,13.57,0
Anti-Aging Creams,2004,96.6,2223541,215000000,17.92,0
Anti-Aging Creams,2004,26.79,4037500,108000000,7.78,0
Anti-Aging Creams,2004,112.34,4492141,505000000,-7.24,0
Anti-Aging Creams,2004,34.45,4971325,171000000,-3.63,0
Anti-Aging Creams,2004,54.49,8002482,436000000,-1.95,0
Anti-Aging Creams,2004,56.76,3554864,202000000,11.52,0
Anti-Aging Creams,2004,57.89,2369961,137000000,16.52,0
Anti-Aging Creams,2004,116.28,2887482,336000000,3.26,0
Anti-Aging Creams,2004,80.2,6135541,492000000,5.13,0
Anti-Aging Creams,2004,73.98,758381,56108416,8.78,0
Anti-Aging Creams,2004,77.04,5665086,436000000,-1.49,0
Anti-Aging Creams,2004,72.25,4962538,359000000,6.02,0
Anti-Aging Creams,2004,54.1,2724962,147000000,1.47,0
Anti-Aging Creams,2004,24.51,6514830,160000000,1.38,0
Anti-Aging Creams,2004,41.45,8922006,370000000,-3.01,0
Anti-Aging Creams,2004,20.61,8287361,171000000,10.03,0
Anti-Aging Creams,2004,33.64,1650094,55502082,13.4,0
Cleanser,2004,15.21,8447850,129000000,4.45,0
Cleanser,2004,78.28,8450446,662000000,-1.45,0
Cleanser,2004,85.83,4003464,344000000,9.83,0
Cleanser,2004,27.96,1816728,50797347,19.19,0
Cleanser,2004,106.87,4180293,447000000,-2.63,0
Cleanser,2004,21.61,4902116,106000000,-3.67,0
Cleanser,2004,11.07,9924985,110000000,-4.39,0
Cleanser,2004,48.28,264624,12776930,7.23,0
Cleanser,2004,86.62,3715013,322000000,9.17,0
Cleanser,2004,69.61,9917069,690000000,14.33,0
Cleanser,2004,17.98,2690078,48369195,16.33,0
Cleanser,2004,18.45,9028717,167000000,15.61,0
Cleanser,2004,111.1,561643,62400359,-3.3,0
Exfoliants,2004,24.37,5629397,137000000,5.37,0
Exfoliants,2004,33.86,7465767,253000000,19.24,0
Exfoliants,2004,95.77,3914658,375000000,6.96,0
Exfoliants,2004,41.94,2464246,103000000,12.34,0
Exfoliants,2004,23.49,3463162,81351002,-0.85,0
Exfoliants,2004,105.24,7385067,777000000,10.66,0
Exfoliants,2004,102.43,9157443,938000000,8.09,0
Exfoliants,2004,50.51,3722991,188000000,-4.06,0
Exfoliants,2004,66.04,7761896,513000000,8.42,0
Exfoliants,2004,13.03,9449269,123000000,13.32,0
Exfoliants,2004,89.64,806652,72311286,5.44,0
Exfoliants,2004,60.53,6458601,391000000,9.8,0
Exfoliants,2004,25.21,4244426,107000000,12.64,0
Exfoliants,2004,65.57,1932029,127000000,1.43,0
Exfoliants,2004,71.34,8226082,587000000,18.03,0
Exfoliants,2004,92.6,7008035,649000000,3.94,0
Exfoliants,2004,117.41,6749423,792000000,3.57,0
Exfoliants,2004,65.56,7574681,497000000,14.93,0
Exfoliants,2004,12.07,3861485,46591375,1.78,0
Exfoliants,2004,28.48,8444445,241000000,-4.88,0
Exfoliants,2004,21.28,7681927,163000000,19.88,0
Exfoliants,2004,42.56,4428933,188000000,13.01,0
Exfoliants,2004,51.52,2126312,110000000,-0.21,0
Exfoliants,2004,44.64,803826,35879338,4.47,0
Exfoliants,2004,98.59,8010672,790000000,0.09,0
Exfoliants,2004,36.44,2945144,107000000,-0.98,0
Exfoliants,2004,62.75,9704248,609000000,5.23,0
Exfoliants,2004,38.32,5743637,220000000,3.49,0
Exfoliants,2004,21.62,2378289,51423680,-7.06,0
Exfoliants,2004,101.21,4185313,424000000,1.99,0
Exfoliants,2004,113.96,7671962,874000000,6.91,0
