Category,Year,Units sold,Avg Price USD,Dollar Sales UD
Feminine Cleansing Wash,2018,6.96,7879130.64,27.3
Feminine Cleansing Wash,2017,13.46,52783403.46,-22.6
Feminine Cleansing Wash,2022,22.72,122049590.7,30.96
Feminine Cleansing Wash,2010,35.18,67832915.06,-16.91
Feminine Cleansing Wash,2014,22.35,46423989.6,46.08
Feminine Cleansing Wash,2021,50.31,55998199.53,-17.59
Feminine Cleansing Wash,2012,12.59,45880943.83,49.6
Feminine Cleansing Wash,2014,24.26,85343186.56,24.11
Feminine Cleansing Wash,2025,51.16,113199020.5,-29.2
Feminine Cleansing Wash,2001,8.51,35944018.89,39.02
Feminine Cleansing Wash,2022,3.68,15588759.68,6.26
Feminine Cleansing Wash,2014,11.27,23893290.33,8.54
Feminine Cleansing Wash,2002,28.73,39928523.05,8.52
Feminine Cleansing Wash,2002,32.95,183727124.2,-16.74
Feminine Cleansing Wash,2003,41.33,20827426.9,-49.97
Feminine Cleansing Wash,2002,35.91,38446754.22,-27.02
Feminine Cleansing Wash,2005,36.08,5920006.4,-46.98
Feminine Cleansing Wash,2022,22.96,37142851.2,-18.3
Feminine Cleansing Wash,2010,33.04,142432433.4,-32.08
Feminine Cleansing Wash,2021,19.77,93929464.47,23.69
Feminine Cleansing Wash,2013,26.72,46230917.28,6.85
Feminine Cleansing Wash,2024,10.6,19220068.4,1.33
Feminine Cleansing Wash,2010,18.64,73863255.44,-19.27
Feminine Cleansing Wash,2022,11.4,20754110.4,-15.86
Feminine Cleansing Wash,2020,34.45,151005649.6,12.48
Feminine Cleansing Wash,2000,41.07,57115145.46,36.31
Feminine Cleansing Wash,2011,25.59,58337062.38,-7.44
Feminine Cleansing Wash,2000,57.12,204895437.6,14.78
Feminine Cleansing Wash,2010,30.22,178530150,-29.15
Feminine Cleansing Wash,2011,15.82,72954198.94,20.74
Feminine Cleansing Wash,2005,6.84,15374199.6,12.14
Feminine Cleansing Wash,2017,42.85,98002663.5,48.14
Feminine Cleansing Wash,2013,23.95,63336685.1,-39.27
Feminine Cleansing Wash,2009,15,59497500,48.11
Feminine Cleansing Wash,2023,28.69,51018135.95,-16.14
Feminine Cleansing Wash,2020,10.95,40320714.15,21.72
Feminine Cleansing Wash,2007,40.69,217023573.7,41.67
Feminine Cleansing Wash,2015,8.53,23188301.73,-29.24
Feminine Cleansing Wash,2017,54.48,140204062.1,22.53
Feminine Cleansing Wash,2007,16.48,82321868.32,-40.24
Feminine Cleansing Wash,2007,51.25,71806375,-24.27
Feminine Cleansing Wash,2001,51.76,60176641.84,4.85
Feminine Cleansing Wash,2017,15.85,93325751,24.2
Feminine Cleansing Wash,2001,32.92,135528150.5,16.31
Feminine Cleansing Wash,2020,19.62,511983.9,17.28
Feminine Cleansing Wash,2005,11.37,46994654.55,47.29
Feminine Cleansing Wash,2006,17.18,36134350.4,0
Feminine Cleansing Wash,2006,23.64,75225789.6,-9.06
Feminine Cleansing Wash,2014,54.59,249899372.5,-28.65
Feminine Cleansing Wash,2010,3.93,4877719.5,-39.54
Feminine Cleansing Wash,2009,37.61,200175915.3,31.18
Feminine Cleansing Wash,2007,30.46,111285153.1,48.02
Feminine Cleansing Wash,2022,58.82,51718602.58,-27.68
Feminine Cleansing Wash,2007,52.67,55539777.62,-42.65
Feminine Cleansing Wash,2012,5.11,23980954.06,5.17
Feminine Cleansing Wash,2020,39.99,148106964,-46.22
Feminine Cleansing Wash,2012,3.35,8119931,16.4
Feminine Cleansing Wash,2023,37.65,170140048.8,40.33
Feminine Cleansing Wash,2013,49.44,43003505.28,-3.95
Feminine Cleansing Wash,2019,26.63,46829387.6,-4.4
Feminine Cleansing Wash,2002,29.33,66462953.2,-29.62
Feminine Cleansing Wash,2012,10.8,41157158.4,-16.96
Feminine Cleansing Wash,2017,9.45,40267943.1,17.72
Feminine Cleansing Wash,2006,28.06,28228696.72,-46.76
Feminine Cleansing Wash,2018,26.87,27412236.6,49.7
Feminine Cleansing Wash,2004,12.7,63116180.6,4.82
Feminine Cleansing Wash,2013,32.66,102307221.4,-48.93
Feminine Cleansing Wash,2024,49.92,221592583.7,-40.25
Feminine Cleansing Wash,2025,15.08,66111851,40.54
Feminine Cleansing Wash,2003,54.26,29058400.4,-29.37
Feminine Cleansing Wash,2019,23.74,40240510.74,28.43
Feminine Cleansing Wash,2002,11.17,10285213.13,-22.57
Feminine Cleansing Wash,2020,47.85,32149649.4,39.33
Feminine Cleansing Wash,2000,30.88,175551441.3,2.55
Feminine Cleansing Wash,2020,47.86,228754479.7,-4.68
Feminine Cleansing Wash,2010,41.02,238672080.6,42.82
Feminine Cleansing Wash,2019,36.13,92381772.51,-25.87
Feminine Cleansing Wash,2001,34.08,92281926.24,36.72
Feminine Cleansing Wash,2011,37.95,89859641.85,-25.39
Feminine Cleansing Wash,2010,26.27,57142004.87,27.71
Feminine Cleansing Wash,2010,32.52,99690775.44,-35.8
Feminine Cleansing Wash,2005,54.28,273069490,37.78
Feminine Cleansing Wash,2015,22.98,62451206.34,-8.89
Feminine Cleansing Wash,2021,46.41,84578187.33,4.73
Feminine Cleansing Wash,2004,27.16,86782446.8,-27.97
Feminine Cleansing Wash,2023,34.65,115218526.5,-33.57
Feminine Cleansing Wash,2006,42.35,161672310.8,-4.25
Feminine Cleansing Wash,2003,42.39,178201540.6,-39.04
Feminine Cleansing Wash,2015,5.05,27551279.95,-39.25
Feminine Cleansing Wash,2002,22.4,4653824,45.32
Feminine Cleansing Wash,2000,33.37,139578167.3,0
Feminine Cleansing Wash,2020,9.2,26405012,-1.78
Feminine Cleansing Wash,2012,4.19,20074382.18,0.06
Feminine Cleansing Wash,2009,5.28,3674790.24,17.56
Feminine Cleansing Wash,2011,5.92,32217983.84,12
Feminine Cleansing Wash,2008,43.74,146041955.1,20.97
Feminine Cleansing Wash,2025,40.03,173392066.6,-36.95
Feminine Cleansing Wash,2014,42.15,203881151.7,-27.05
Feminine Cleansing Wash,2025,4.26,3923204.4,-26.06
Feminine Cleansing Wash,2021,25.23,124978873.9,-24.95
Feminine Cleansing Wash,2001,6.44,28177318.4,-47.95
Feminine Cleansing Wash,2011,49.38,182491048.9,-13.91
Feminine Cleansing Wash,2012,33.59,152571725.4,-3.62
Feminine Cleansing Wash,2017,53.53,21255424.75,-45.04
Feminine Cleansing Wash,2012,43.28,187203225.4,-26.02
Feminine Cleansing Wash,2016,17.72,40727364.48,-42
Feminine Cleansing Wash,2018,46.77,56199159.39,9.01
Feminine Cleansing Wash,2015,18.3,89546877.6,-19.05
Feminine Cleansing Wash,2013,24.46,83753388.16,-13.7
Feminine Cleansing Wash,2015,24.29,42850620.54,48.32
Feminine Cleansing Wash,2008,25.37,101983569.1,18.36
Feminine Cleansing Wash,2019,46.62,244534067.8,-21.77
Feminine Cleansing Wash,2001,14.79,14034512.01,-2.04
Feminine Cleansing Wash,2019,41.16,224841151.1,42.51
Feminine Cleansing Wash,2010,5.15,6511546.7,32.1
Feminine Cleansing Wash,2018,33.12,156870429.1,31.02
Feminine Cleansing Wash,2014,51.66,142459889,15.42
Feminine Cleansing Wash,2001,45.39,157738737.9,39.4
Feminine Cleansing Wash,2010,51.47,264781290.1,6.03
Feminine Cleansing Wash,2016,27.04,66784500.64,9.95
Feminine Cleansing Wash,2011,43.9,185632291.4,-28.43
Feminine Cleansing Wash,2008,28.28,44164791.16,15.2
Feminine Cleansing Wash,2015,15.17,43386988.84,-24.66
Feminine Cleansing Wash,2024,26.4,88650249.6,40.93
Feminine Cleansing Wash,2024,29.76,103117269.1,-0.82
Feminine Cleansing Wash,2024,25.19,118558976.9,-30.91
Feminine Cleansing Wash,2019,53.83,211693903.5,-12.61
Feminine Cleansing Wash,2014,15.47,10413475.8,17.01
Feminine Cleansing Wash,2001,55.22,202324699.5,-29.85
Feminine Cleansing Wash,2016,45.9,28738035.9,-49.21
Feminine Cleansing Wash,2014,6.64,35250073.44,-17.06
Feminine Cleansing Wash,2011,41.07,51982627.56,42.08
Feminine Cleansing Wash,2005,8.76,23550646.8,3.97
Feminine Cleansing Wash,2011,31.06,105880931,11.69
Feminine Cleansing Wash,2007,59.8,326276095.6,22.31
Feminine Cleansing Wash,2018,51.83,251660772.3,44.72
Feminine Cleansing Wash,2013,29.89,73906432.46,38.74
Feminine Cleansing Wash,2009,24.26,109550057.2,37.72
Feminine Cleansing Wash,2015,12.15,56411101.35,37.53
Feminine Cleansing Wash,2025,52.51,24698393.56,2.32
Feminine Cleansing Wash,2002,46.54,48366415.76,-4.95
Feminine Cleansing Wash,2011,12.68,33576640,7.14
Feminine Cleansing Wash,2014,52.25,192628350.8,-32.45
Feminine Cleansing Wash,2013,56.92,228754934.2,2.37
Feminine Cleansing Wash,2000,30.08,31454776.32,-31.16
Feminine Cleansing Wash,2022,40.82,157597611.1,-22.21
Oral Care,2012,9.2,55138176,-30.94
Oral Care,2012,4.58,7555305.4,-28.07
Oral Care,2000,13.42,42233370.74,-0.77
Oral Care,2010,57.52,235534851.7,-17.05
Oral Care,2007,54.74,257592426.6,-17.01
Oral Care,2001,8.12,35126746.48,18.85
Oral Care,2003,12.65,59081989.45,-2.65
Oral Care,2008,33.82,23444159.28,29.39
Oral Care,2013,39.4,67789748.8,-19.63
Oral Care,2006,48.55,46716849.1,43.07
Oral Care,2013,56.76,115941778.9,-36
Oral Care,2019,48.3,186002044.2,23.22
Oral Care,2024,31.25,144753500,-8.41
Oral Care,2006,34.17,86628296.55,-18.47
Oral Care,2002,44.1,145443343.5,38.47
Oral Care,2000,56.29,70085834.65,20.09
Oral Care,2016,48.35,29453707.95,45.94
Oral Care,2011,25.8,153486754.2,-10.52
Oral Care,2013,4.87,19461221.28,-47.2
Oral Care,2007,38.71,124833169.3,-21.83
Oral Care,2012,39.07,78472798.26,20.73
Oral Care,2015,12.87,60521818.5,-22.29
Oral Care,2025,24.59,146418696,-35.04
Oral Care,2003,43.19,81302972.31,-37.94
Oral Care,2022,12.68,33304996.36,-4.32
Oral Care,2005,9.66,12314287.86,-45.5
Oral Care,2001,50.21,281763758.3,39.89
Oral Care,2002,20.5,37562334.5,-12.24
Oral Care,2020,43.22,90169583.46,34.6
Oral Care,2024,38.39,139463115.2,-9.71
Oral Care,2024,12.76,66361991.08,-41.09
Oral Care,2012,12.89,76636631.37,47.35
Oral Care,2003,29.75,13090148.75,-14.85
Oral Care,2010,5.03,27507012.73,-44.78
Oral Care,2025,35.49,120082012.1,22.74
Oral Care,2019,34.32,71326157.76,8.81
Oral Care,2009,55.77,310767282.5,-8.03
Oral Care,2003,45.35,236037135.8,22.56
Oral Care,2001,21.43,16960066.31,29.55
Oral Care,2007,28.82,54134018.18,-15.39
Oral Care,2024,28.07,148875083.6,31.01
Oral Care,2021,23.08,134829090.2,-41.42
Oral Care,2017,44.48,39008960,12.68
Oral Care,2010,59.82,200237400.2,37.38
Oral Care,2025,8.52,5660926.56,-38.8
Oral Care,2000,31.07,10690130.62,16.71
Oral Care,2000,16.28,38610803.88,-30.7
Oral Care,2003,52.23,38013516.3,19.11
Oral Care,2015,48.09,258040071.7,-19.85
Oral Care,2022,34.61,48301958.27,-33.19
Oral Care,2000,15.49,58327471.08,-14.52
Oral Care,2011,57.42,74877000.66,-3.66
Oral Care,2013,6.75,18789151.5,-48.02
Oral Care,2019,37.05,165127848.6,38.82
Oral Care,2024,12.59,8940901.81,17.06
Oral Care,2015,27.49,140341810.6,-8.08
Oral Care,2021,4.23,22686830.91,-26.93
Oral Care,2022,41.74,87217775.26,-1.54
Oral Care,2018,33.25,43962584.75,1.2
Oral Care,2016,5.71,2528085.37,-30.83
Oral Care,2021,27.31,25162778.56,-5.51
Oral Care,2019,44.45,189188667.9,25.27
Oral Care,2024,12.37,73140680.39,25.2
Oral Care,2004,38.99,78385768.93,21.66
Oral Care,2022,17.99,48020778.96,-39.62
Oral Care,2008,36.11,148530649.1,26.36
Oral Care,2007,41.97,206438888.3,43.71
Oral Care,2016,33.35,175525018.7,46.45
Oral Care,2015,51.75,137379483,35.02
Oral Care,2000,55.34,151552906.5,21.95
Oral Care,2009,39.37,207034428.5,38.77
Oral Care,2015,10.81,58570601.47,-44.59
Oral Care,2010,55.03,276662829.7,11.11
Oral Care,2018,41.83,180695728.1,-29.06
Oral Care,2024,34.07,164973481.4,36.11
Oral Care,2001,52.76,288799692.9,26.27
Oral Care,2002,38.6,116567175,-20.09
Oral Care,2008,40.8,175361174.4,-22.12
Oral Care,2025,43.3,104285928.3,12.63
Oral Care,2017,20.82,14811452.1,-45.43
Oral Care,2002,45.03,120830485,25.43
Oral Care,2005,22.95,9002045.7,8.6
Oral Care,2014,49.31,289237420.5,30.24
Oral Care,2008,12.81,72919554.33,44.32
Oral Care,2003,44.3,58764260.1,13.2
Oral Care,2008,38.36,56424222.68,23.95
Oral Care,2009,42.28,79994394.2,43.77
Oral Care,2025,45.35,180960876,37.22
Oral Care,2005,41.64,67383763.44,23.51
Oral Care,2015,39.91,192974947.2,33.84
Oral Care,2004,43.5,225218727,2.18
Oral Care,2024,44.42,48780178.36,39.8
Oral Care,2010,12.63,56540897.82,-31.67
Oral Care,2023,52.04,44954233.6,48.75
Oral Care,2010,49.4,75766015,14.08
Oral Care,2008,8.61,31134819.03,21.43
Oral Care,2014,48.54,251978566.6,49.88
Oral Care,2004,41.55,112314968.4,-39.08
Oral Care,2002,57.51,275270119.7,45.93
Oral Care,2016,56.62,90746968.94,0.23
Oral Care,2005,9.85,5953468.05,17.48
Oral Care,2003,55.73,91119107.3,-25.21
Oral Care,2025,31.28,177324161.7,39.35
Oral Care,2024,38.12,58039110.44,-0.92
Oral Care,2017,5.54,30808050.8,-1.48
Oral Care,2022,44.37,21327594.12,-24.79
Oral Care,2017,18.79,19179967.66,47.77
Oral Care,2023,10.21,36835985.14,28.08
Oral Care,2007,41.47,156802092.6,12.32
Oral Care,2008,35.55,99768835.35,49.15
Oral Care,2003,45.81,207429512.4,-30.65
Oral Care,2007,4.46,19131000.52,6.63
Oral Care,2025,6.66,19350689.94,-28.63
Oral Care,2014,23.79,91979158.05,-5.99
Oral Care,2020,45.88,41319986.8,7.38
Oral Care,2011,43.23,22398024.99,42.95
Oral Care,2004,34.46,72531683.68,-35.83
Oral Care,2005,11.42,61629366.14,-20.49
Oral Care,2010,23.21,6922359.29,0.93
Oral Care,2001,29.37,60587255.52,-46.51
Oral Care,2023,3.27,4701108.96,-23.88
Oral Care,2018,52.71,73499878.2,-22.6
Oral Care,2009,10.53,27113633.82,37.9
Oral Care,2009,21.72,98147923.32,26.71
Oral Care,2007,16.41,42488214.06,10.03
Oral Care,2021,40.3,82367638.6,-24.27
Oral Care,2002,33.99,57834290.91,-21.98
Oral Care,2024,16.14,95063308.8,-12.43
Oral Care,2009,21.17,14629592.01,-31.12
Oral Care,2013,36.03,89471101.17,-16.57
Oral Care,2015,57.51,205159908.8,28.19
Oral Care,2001,49.93,146353567.8,-39.51
Oral Care,2013,49.14,113066275.1,23.95
Oral Care,2016,43.8,121716214.2,-6.75
Oral Care,2020,43.5,122320042.5,44.87
Oral Care,2013,18.7,57748517.2,-2.95
Oral Care,2025,47.46,255112639.7,48.83
Oral Care,2013,50.64,54906622.56,46.39
Oral Care,2019,52.52,22484652.32,-15.14
Oral Care,2014,41.94,19786788.72,-2.65
Oral Care,2001,27.61,60400271.03,36.21
Oral Care,2025,24.51,120034073,46.04
Oral Care,2019,30.78,168460632.9,49.62
Oral Care,2021,56.81,51364591.07,-45.61
Oral Care,2007,20.08,14173608.56,40.63
Oral Care,2019,9.48,54873084,26.21
Oral Care,2023,31.9,80390775.3,-41.12
Oral Care,2021,25.06,69044033.94,39.06
Oral Care,2008,52.97,107333428.8,-4.52
Oral Care,2022,27.9,100407552.3,7.42
Oral Care,2007,37.37,4873272.22,-20.6
Oral Care,2000,24.62,44321687.22,8.85
Oral Care,2003,28.17,52614292.14,1.77
Oral Care,2015,47.95,9818289.95,39
Oral Care,2017,58.16,164174338.8,-24.88
Oral Care,2017,5.51,29132218.54,4.24
Oral Care,2021,51.67,55961141.83,27.54
Oral Care,2020,37.41,208701449,-21.73
Oral Care,2011,8.55,11504084.85,48.81
Oral Care,2009,3.99,16707877.62,6.52
Oral Care,2019,44.59,200627621.7,48.02
Oral Care,2025,26.07,63498803.28,31.66
Oral Care,2014,14.04,33234350.76,34.97
Oral Care,2020,55.02,328432206.5,26.8
Oral Care,2016,36.81,7263349.2,1.41
Oral Care,2009,51.92,16915639.84,-13.52
Oral Care,2023,6.56,11076822.4,23.39
Oral Care,2009,57.25,230555024.5,23.19
Oral Care,2000,27.22,124829368.5,-14.58
Oral Care,2012,41.68,79401025.2,-20.17
Oral Care,2001,17.31,92964774.42,-40
Oral Care,2009,40.38,80769731.58,-45.13
Oral Care,2005,13.71,16295102.76,-19.28
Oral Care,2023,44.86,117725335.4,33.24
Oral Care,2023,39.92,60529737.92,7.96
Oral Care,2004,27.08,150251430.2,-23.37
Oral Care,2004,41.67,6755040.36,-36.24
Oral Care,2008,49.71,33896602.77,6.67
Oral Care,2001,8.61,31156843.41,-35.98
Oral Care,2021,59.49,319720854.9,-12.43
Oral Care,2009,17.71,28755443.64,-40.53
Oral Care,2003,50.35,193584018.5,-12.84
Oral Care,2015,54.36,248767070,18.59
Oral Care,2024,23.53,50874307.12,-8.41
Oral Care,2021,50.47,52597159.09,25.54
Oral Care,2016,33.18,36265441.38,-30.28
Oral Care,2010,59.35,176377279.6,47.08
Oral Care,2016,4.28,23475320.64,38.7
Oral Care,2018,54.16,36267919.04,15.51
Oral Care,2016,54.31,252218464.1,48.37
Oral Care,2022,14.75,16895210.5,-29.53
Oral Care,2017,47.79,16936584.84,21.03
Oral Care,2005,6.95,31397222.7,22.93
Oral Care,2002,3.28,3046988.8,-34.29
Oral Care,2007,51.32,147279059.8,36.42
Oral Care,2013,59.82,206237406.1,-12.45
Oral Care,2021,7.11,29090472.57,29.72
Oral Care,2010,48.68,135808632.3,-7.75
Oral Care,2023,7.72,37947243.12,1.13
Oral Care,2011,52.97,275372861.3,9.04
Oral Care,2012,35.87,46963622.51,-43
Oral Care,2019,40.12,41147031.88,-25.57
Oral Care,2002,30.83,122961508.8,-26.37
Oral Care,2019,7.09,18818058.21,4.05
Oral Care,2023,44.03,95652709.32,33.23
Oral Care,2022,50.48,250796603.8,-49.98
Oral Care,2011,55.92,95760259.92,-26.99
Oral Care,2005,22.05,38016250.65,-25.62
Oral Care,2015,50.35,147033832.3,46.03
Oral Care,2009,3.03,1107604.38,-35.87
Oral Care,2004,41.76,24231866.4,-8.43
Oral Care,2003,36.21,74076643.71,-10.94
Oral Care,2005,26.66,104502321.2,13.85
Oral Care,2021,28.86,114680693.4,-12.51
Oral Care,2003,23.77,20285008.99,17.09
Oral Care,2004,6.76,20050166.76,48.97
Oral Care,2013,11.78,38332732.56,20.95
Oral Care,2005,20.65,68933024.65,-34.7
Oral Care,2001,7.37,21573397.67,-33.23
Oral Care,2023,7.34,37099985.96,21.85
Oral Care,2018,29.05,106249706.9,20.52
Oral Care,2015,19.07,90918189.21,36.21
Oral Care,2010,17.12,54598025.44,-47.45
Oral Care,2000,35.2,154650812.8,-40.42
Oral Care,2003,53.34,287632376.2,-44.87
Oral Care,2011,45.62,227919344.8,12.5
Oral Care,2002,47.42,77525013.78,-2.49
Oral Care,2009,10.16,22455317.04,-20.42
Oral Care,2020,53.32,126281541.7,-38.78
Oral Care,2020,24.74,19287130.82,-42.42
Oral Care,2020,37.23,7184347.56,0.34
Oral Care,2023,12.73,6466547.21,-31.79
Oral Care,2001,20.3,109322909.5,-47.55
Oral Care,2007,51.96,148818791.9,-22.15
Oral Care,2003,32.25,44411862,35.74
Oral Care,2007,35.91,189909855.5,39.45
Oral Care,2006,35.94,184292664.8,48.84
Oral Care,2000,14,70625856,14.28
Oral Care,2001,29.29,100917084.1,24.76
Oral Care,2025,23.53,101132175.3,5.67
Oral Care,2001,21.5,112041079.5,21.67
Oral Care,2007,23.1,71133539.4,11.51
Oral Care,2023,40.43,205860099.4,-48.6
Oral Care,2020,36.2,11914071.6,34.62
Oral Care,2016,56.65,226711543.9,-3.94
Oral Care,2018,57.77,304302377.4,6.96
Oral Care,2024,50.7,202917471.9,-19.69
Oral Care,2024,43.94,176855556,-25.38
Oral Care,2001,46.84,10416747.6,-24.56
Oral Care,2010,32.02,164571657,19.09
Oral Care,2017,52.85,282120064.8,-19.1
Oral Care,2009,54.68,219391251.7,-25.21
Oral Care,2007,51.09,254777144.7,49.7
Oral Care,2023,4.54,18113660.22,-35.29
Oral Care,2002,6.29,1849404.67,17.55
Oral Care,2008,17.34,77764108.44,-10.9
Oral Care,2003,25.26,15344490.12,-21.19
Oral Care,2023,37.11,52085183.85,-33.72
Oral Care,2016,47.38,219185992,-48.54
Oral Care,2024,16.32,44941591.68,-8.43
Oral Care,2024,48.03,111296989.2,17.01
Oral Care,2022,39.95,42673950.8,18.7
Oral Care,2007,45.99,243975478.3,-5.32
Oral Care,2019,51.31,278235863.6,9.74
Oral Care,2009,29.8,79461640.4,-28.66
Oral Care,2010,5.74,26677723.38,13.3
Oral Care,2002,10.1,41404636.9,-30.25
Oral Care,2009,39.54,21428386.68,43.73
Oral Care,2003,26.04,545485.92,-21.92
Oral Care,2020,23.47,64421324.39,5.16
Oral Care,2015,59.78,127867327.7,-40.37
Oral Care,2018,39.71,44436760.72,31.04
Oral Care,2016,57.55,130030772,8.2
Oral Care,2001,21.35,103468782.6,-44.67
Oral Care,2017,24.84,44826959.52,-19.13
Oral Care,2019,51.41,194365015.9,33.06
Oral Care,2017,13.44,2494141.44,7.31
Oral Care,2025,10.14,17264211.9,-4.76
Oral Care,2020,52.56,191185055.3,7.02
Oral Care,2007,9.36,4627668.24,47.21
Oral Care,2018,19.02,11074299.9,15.19
Oral Care,2005,36.81,5174712.99,-7.69
Oral Care,2025,21.47,123770492.2,26.22
Oral Care,2007,43.11,124023590.1,-33.66
Oral Care,2004,58.15,116154915.8,38
Oral Care,2008,15.83,8450560.56,16.01
Oral Care,2000,58.03,74283390.58,22.02
Oral Care,2011,20.28,88000476.72,43.13
Oral Care,2016,43.79,104235789.2,33.49
Oral Care,2000,55.48,234378145,-16.01
Oral Care,2004,34.86,152548510.4,19.16
Oral Care,2001,43.18,111420851.6,13.08
Pain Relief,2003,58.84,165480851.1,40.4
Pain Relief,2010,33.45,194479303.5,24.01
Pain Relief,2019,20.82,78139146.42,-36.49
Pain Relief,2008,38.46,7556736.18,0.32
Pain Relief,2018,45.77,263330875.3,-23.55
Pain Relief,2019,30.17,155979020.7,16.14
Pain Relief,2017,28.45,116054406.5,-9.39
Pain Relief,2006,34.48,101489569.8,17.13
Pain Relief,2007,5.26,5883152.2,-0.65
Pain Relief,2016,18.68,22015799.68,23.52
Pain Relief,2016,14.53,29770269.99,31.49
Pain Relief,2012,7.01,33873778.08,10.12
Pain Relief,2018,4.84,2219314.24,-28.08
Pain Relief,2000,4.01,18913201.09,14.39
Pain Relief,2007,55.58,88476301.34,10.45
Pain Relief,2017,55.96,217868284.6,-31.67
Pain Relief,2000,45.27,97345258.02,-11.5
Pain Relief,2014,31.08,50292102,-2.39
Pain Relief,2010,56.62,321412545.8,-45.17
Pain Relief,2017,26.74,74215907.36,-44.95
Pain Relief,2002,27.36,84855070.08,-39.04
Pain Relief,2025,47.28,246644914.1,-31.17
Pain Relief,2014,42.41,186163953.8,-41.26
Pain Relief,2001,47.11,250444062.1,-49.53
Pain Relief,2012,15.28,586904.8,15.64
Pain Relief,2009,23.74,71276548.68,-7.57
Pain Relief,2000,14.35,53441796.45,41
Pain Relief,2001,51.33,19284424.35,15.72
Pain Relief,2004,38.89,164169779.3,41.37
Pain Relief,2024,38.61,95702877.27,-18.36
Pain Relief,2012,26.48,50888602,24.44
Pain Relief,2002,41.13,245066606.5,-42.45
Pain Relief,2022,23.3,73097459,2.6
Pain Relief,2020,30.61,182577416.1,21.01
Pain Relief,2021,24.2,47244208,-1.93
Pain Relief,2025,13.68,35450584.56,41.33
Pain Relief,2016,47.3,267887097.5,48.01
Pain Relief,2010,27.38,118583300.2,-4.52
Pain Relief,2022,58.45,149916534.6,-45.81
Pain Relief,2018,27.59,89374797.69,-18.5
Pain Relief,2002,43.01,66198282.37,-21.3
Pain Relief,2025,28.36,87846518,43.86
Pain Relief,2022,46.85,267788556.4,5.7
Pain Relief,2020,58.99,41852638.13,-17.44
Pain Relief,2021,7.48,24118639.16,-17.85
Pain Relief,2001,16.99,77089508.54,41.84
Pain Relief,2009,34.32,156668878.1,49.51
Pain Relief,2006,59.08,330480345.2,-22.22
Pain Relief,2016,3.26,8250831.8,14.16
Pain Relief,2011,31.36,153970700.8,-16.54
Pain Relief,2002,22.51,128115642.5,14.12
Pain Relief,2020,39.59,16856115.53,-14.33
Pain Relief,2018,21.57,25740171.24,24.01
Pain Relief,2010,36.08,87891998.48,-6.21
Pain Relief,2003,18.87,4885235.43,28.91
Pain Relief,2016,50.25,101243599.5,34.35
Pain Relief,2018,8.74,52437815,-33.71
Pain Relief,2013,50.01,159494942.6,41.34
Pain Relief,2002,40.25,166808678.8,48.12
Pain Relief,2013,38.07,152518927.3,11.2
Pain Relief,2003,39.17,187869660.9,14.49
Pain Relief,2024,51.6,180703819.2,-18.09
Pain Relief,2013,12.88,41645625.28,-39.29
Pain Relief,2001,31.57,4687387.32,-38.75
Pain Relief,2010,47.46,178688039,27.14
Pain Relief,2022,27.33,78642976.89,-19.97
Pain Relief,2011,11.2,42633516.8,33.67
Pain Relief,2008,44.92,66030648.12,-6.38
Pain Relief,2003,30.64,58492066.4,4.97
Pain Relief,2025,32.51,27921928.72,34.93
Pain Relief,2015,57.34,288760054.2,22.61
Pain Relief,2005,42.28,153891124.5,-47.14
Pain Relief,2011,59.59,253541863.5,-25.32
Pain Relief,2000,13.13,73930237.55,47.59
Pain Relief,2024,36.37,133721651.7,-46.64
Pain Relief,2009,12.98,68888702.08,42
Pain Relief,2018,7.46,17149264.34,5.41
Pain Relief,2007,15.75,63858201.75,48.93
Pain Relief,2020,34.37,102368157.9,-22.21
Pain Relief,2007,23.86,88048458.32,20.72
Pain Relief,2012,25.88,8840944.44,39.46
Pain Relief,2004,40.1,187523960.8,32.88
Pain Relief,2024,34.59,85947779.22,-47.49
Pain Relief,2021,59.12,82693213.2,-34.51
Pain Relief,2023,6.28,19147060.6,10.18
Pain Relief,2011,50.14,265292494.9,-7.56
Pain Relief,2006,16.43,49186951.04,-12.55
Pain Relief,2010,18.38,98171991.2,-48.15
Pain Relief,2004,31.56,120938077.8,-43.18
Pain Relief,2004,7.45,39892798.1,-12.6
Pain Relief,2011,46.23,221502908.5,-39.67
Pain Relief,2021,17.35,42063062.4,19.13
Pain Relief,2014,11.08,48078812.44,34.21
Pain Relief,2016,39.31,138871380.4,-1.35
Pain Relief,2002,44.3,133343797.4,34.96
Pain Relief,2009,58.32,127632561.8,30.95
Pain Relief,2021,40.4,203444704,-0.37
Pain Relief,2009,56.73,99534203.25,-44.4
Pain Relief,2024,48.12,271931268.8,-4.99
Pain Relief,2012,33.13,94722115.52,19.49
Pain Relief,2002,59.03,337943975.6,34.76
Pain Relief,2025,20.01,15896544.3,1.96
Pain Relief,2002,59.31,7809881.49,-48.25
Pain Relief,2012,47.73,26858339.22,11.35
Pain Relief,2024,46.11,150152604,-5.29
Pain Relief,2000,45.69,121125697.8,13.79
Pain Relief,2019,40.93,8041926.4,33.98
Pain Relief,2001,34.63,182076090.3,21.1
Pain Relief,2018,33.11,175181864.6,3.6
Pain Relief,2024,25.13,47771652.53,-44.53
Pain Relief,2024,27.95,27151748,4.05
Pain Relief,2023,46.91,104271454.2,-10.1
Pain Relief,2020,36.25,44402588.75,-2.01
