Year,Category,Dollar Sales UD
2018,Exfoliants,"$78,140,975.00 "
2019,Face Masks,"$794,000,000.00 "
2022,Face Masks,"$693,000,000.00 "
2005,Face Masks,"$52,168,076.00 "
2022,Face Masks,"$174,000,000.00 "
2011,Face Masks,"$451,000,000.00 "
2015,Face Masks,"$375,000,000.00 "
2014,Face Masks,"$1,060,000,000.00 "
2015,Face Masks,"$274,000,000.00 "
2018,Face Masks,"$980,000,000.00 "
2008,Face Masks,"$162,000,000.00 "
2022,Face Masks,"$206,000,000.00 "
2010,Face Masks,"$233,000,000.00 "
2005,Face Masks,"$346,000,000.00 "
2005,Face Masks,"$272,000,000.00 "
2019,Face Masks,"$509,000,000.00 "
2024,Face Masks,"$504,000,000.00 "
2014,Face Masks,"$815,000,000.00 "
2021,Face Masks,"$145,000,000.00 "
2016,Face Masks,"$401,000,000.00 "
2000,Face Masks,"$47,344,553.00 "
2013,Face Masks,"$148,000,000.00 "
2005,Face Masks,"$177,000,000.00 "
2009,Face Masks,"$169,000,000.00 "
2001,Face Masks,"$104,000,000.00 "
2014,Face Masks,"$249,000,000.00 "
2017,Face Masks,"$48,402,876.00 "
2014,Face Masks,"$175,000,000.00 "
2002,Face Masks,"$47,874,118.00 "
2000,Face Masks,"$59,267,076.00 "
2012,Face Masks,"$108,000,000.00 "
2009,Face Masks,"$374,000,000.00 "
2015,Face Masks,"$202,000,000.00 "
2020,Face Masks,"$214,000,000.00 "
2012,Face Masks,"$523,000,000.00 "
2021,Face Masks,"$295,000,000.00 "
2003,Face Masks,"$120,000,000.00 "
2022,Face Masks,"$199,000,000.00 "
2021,Face Masks,"$116,000,000.00 "
2008,Face Masks,"$109,000,000.00 "
2021,Face Masks,"$38,993,937.00 "
2017,Face Masks,"$218,000,000.00 "
2023,Face Masks,"$517,000,000.00 "
2008,Face Masks,"$248,000,000.00 "
2004,Face Masks,"$453,000,000.00 "
2021,Face Masks,"$148,000,000.00 "
2005,Face Masks,"$227,000,000.00 "
2023,Face Masks,"$121,000,000.00 "
2024,Face Masks,"$17,425,145.00 "
2004,Face Masks,"$546,000,000.00 "
2023,Face Masks,"$846,000,000.00 "
2008,Face Masks,"$400,000,000.00 "
2009,Face Masks,"$25,148,235.00 "
2014,Face Masks,"$459,000,000.00 "
2016,Face Masks,"$427,000,000.00 "
2016,Face Masks,"$666,000,000.00 "
2005,Face Masks,"$46,715,034.00 "
2011,Face Masks,"$44,205,222.00 "
2014,Face Masks,"$266,000,000.00 "
2019,Face Masks,"$778,000,000.00 "
2018,Face Masks,"$226,000,000.00 "
2024,Face Masks,"$449,000,000.00 "
2024,Face Masks,"$624,000,000.00 "
2014,Face Masks,"$1,120,000,000.00 "
2017,Face Masks,"$606,000,000.00 "
2019,Face Masks,"$191,000,000.00 "
2010,Face Masks,"$172,000,000.00 "
2005,Face Masks,"$345,000,000.00 "
2002,Face Masks,"$1,030,000,000.00 "
2007,Face Masks,"$169,000,000.00 "
2012,Face Masks,"$122,000,000.00 "
2003,Face Masks,"$279,000,000.00 "
2008,Face Masks,"$137,000,000.00 "
2013,Face Masks,"$523,000,000.00 "
2010,Face Masks,"$542,000,000.00 "
2004,Face Masks,"$382,000,000.00 "
2021,Face Masks,"$75,555,624.00 "
2001,Face Masks,"$771,000,000.00 "
2016,Face Masks,"$83,422,169.00 "
2009,Face Masks,"$1,080,000,000.00 "
2019,Face Masks,"$670,000,000.00 "
2010,Face Masks,"$71,397,547.00 "
2017,Face Masks,"$64,477,267.00 "
2021,Face Masks,"$138,000,000.00 "
2012,Face Masks,"$413,000,000.00 "
2018,Face Masks,"$664,000,000.00 "
2002,Face Masks,"$407,000,000.00 "
2024,Face Masks,"$400,000,000.00 "
2002,Face Masks,"$320,000,000.00 "
2002,Face Masks,"$227,000,000.00 "
2019,Face Masks,"$1,130,000,000.00 "
2014,Face Masks,"$9,971,964.00 "
2018,Face Masks,"$247,000,000.00 "
2016,Face Masks,"$210,000,000.00 "
2024,Face Masks,"$751,000,000.00 "
2008,Face Masks,"$19,154,967.00 "
2003,Face Masks,"$657,000,000.00 "
2022,Face Masks,"$22,423,122.00 "
2024,Face Masks,"$784,000,000.00 "
2003,Face Masks,"$1,040,000,000.00 "
2023,Face Masks,"$530,000,000.00 "
2002,Face Masks,"$426,000,000.00 "
2000,Face Masks,"$79,882,731.00 "
2003,Face Masks,"$131,000,000.00 "
2018,Face Masks,"$186,000,000.00 "
2017,Face Masks,"$152,000,000.00 "
2020,Face Masks,"$901,000,000.00 "
2013,Face Masks,"$151,000,000.00 "
2015,Face Masks,"$205,000,000.00 "
2009,Face Masks,"$824,000,000.00 "
2011,Face Masks,"$49,852,698.00 "
2003,Face Masks,"$264,000,000.00 "
2008,Face Masks,"$82,242,708.00 "
2002,Face Masks,"$359,000,000.00 "
2000,Face Masks,"$102,000,000.00 "
2012,Face Masks,"$76,245,968.00 "
2020,Face Masks,"$243,000,000.00 "
2017,Face Masks,"$484,000,000.00 "
2004,Face Masks,"$387,000,000.00 "
2007,Face Masks,"$88,110,268.00 "
2004,Face Masks,"$545,000,000.00 "
2017,Face Masks,"$224,000,000.00 "
2024,Face Masks,"$669,000,000.00 "
2003,Face Masks,"$213,000,000.00 "
2003,Face Masks,"$474,000,000.00 "
2001,Face Masks,"$63,750,242.00 "
2023,Face Masks,"$666,000,000.00 "
2003,Face Masks,"$300,000,000.00 "
2000,Face Masks,"$110,000,000.00 "
2009,Face Masks,"$196,000,000.00 "
2007,Face Masks,"$546,000,000.00 "
2016,Face Masks,"$368,000,000.00 "
2015,Face Masks,"$59,719,600.00 "
2006,Face Masks,"$68,875,136.00 "
2015,Face Masks,"$142,000,000.00 "
2000,Face Masks,"$347,000,000.00 "
2005,Face Masks,"$543,000,000.00 "
2009,Face Masks,"$226,000,000.00 "
2010,Face Masks,"$247,000,000.00 "
2007,Face Masks,"$52,731,921.00 "
2006,Face Masks,"$17,852,524.00 "
2020,Face Masks,"$259,000,000.00 "
2006,Face Masks,"$126,000,000.00 "
2011,Face Masks,"$169,000,000.00 "
2011,Face Masks,"$980,000,000.00 "
2013,Face Masks,"$652,000,000.00 "
2023,Face Masks,"$446,000,000.00 "
2015,Face Masks,"$522,000,000.00 "
2006,Face Masks,"$506,000,000.00 "
2009,Face Masks,"$224,000,000.00 "
2004,Face Masks,"$522,000,000.00 "
2015,Face Masks,"$946,000,000.00 "
2019,Face Masks,"$525,000,000.00 "
2007,Face Masks,"$49,046,175.00 "
2001,Face Masks,"$169,000,000.00 "
2013,Face Masks,"$517,000,000.00 "
2015,Face Masks,"$413,000,000.00 "
2010,Face Masks,"$389,000,000.00 "
2009,Face Masks,"$424,000,000.00 "
2012,Face Masks,"$446,000,000.00 "
2010,Face Masks,"$560,000,000.00 "
2001,Face Masks,"$1,070,000,000.00 "
2020,Face Masks,"$91,794,202.00 "
2013,Face Masks,"$77,535,266.00 "
2005,Face Masks,"$16,352,351.00 "
2000,Face Masks,"$8,243,942.00 "
2010,Face Masks,"$12,315,496.00 "
2013,Face Masks,"$213,000,000.00 "
2000,Face Masks,"$67,157,056.00 "
2015,Face Masks,"$518,000,000.00 "
2024,Face Masks,"$91,134,121.00 "
2020,Face Masks,"$196,000,000.00 "
2000,Face Masks,"$161,000,000.00 "
2008,Face Masks,"$193,000,000.00 "
2014,Face Masks,"$31,056,932.00 "
2013,Face Masks,"$411,000,000.00 "
2000,Face Masks,"$460,000,000.00 "
2004,Face Masks,"$820,000,000.00 "
2006,Face Masks,"$557,000,000.00 "
2009,Face Masks,"$347,000,000.00 "
2024,Face Masks,"$86,798,514.00 "
2009,Face Masks,"$684,000,000.00 "
2000,Face Masks,"$119,000,000.00 "
2011,Face Masks,"$18,368,804.00 "
2018,Face Masks,"$249,000,000.00 "
2010,Face Masks,"$674,000,000.00 "
2011,Face Masks,"$54,654,645.00 "
2008,Face Masks,"$130,000,000.00 "
2011,Face Masks,"$160,000,000.00 "
2024,Face Masks,"$105,000,000.00 "
2004,Face Masks,"$106,000,000.00 "
2016,Face Masks,"$692,000,000.00 "
2003,Face Masks,"$19,804,668.00 "
2023,Face Masks,"$969,000,000.00 "
2007,Face Masks,"$639,000,000.00 "
2014,Face Masks,"$312,000,000.00 "
2017,Face Masks,"$344,000,000.00 "
2017,Face Masks,"$105,000,000.00 "
2006,Face Masks,"$465,000,000.00 "
2006,Face Masks,"$477,000,000.00 "
2022,Face Masks,"$173,000,000.00 "
2007,Face Masks,"$294,000,000.00 "
2012,Face Masks,"$43,969,944.00 "
2005,Face Masks,"$25,857,922.00 "
2010,Face Masks,"$301,000,000.00 "
2014,Face Masks,"$315,000,000.00 "
2024,Face Masks,"$36,118,202.00 "
2017,Face Masks,"$193,000,000.00 "
2021,Face Masks,"$118,000,000.00 "
2009,Face Masks,"$883,000,000.00 "
2015,Face Masks,"$130,000,000.00 "
2019,Face Masks,"$411,000,000.00 "
2012,Face Masks,"$60,929,905.00 "
2019,Face Masks,"$246,000,000.00 "
2017,Face Masks,"$322,000,000.00 "
2009,Face Masks,"$242,000,000.00 "
2008,Face Masks,"$857,000,000.00 "
2019,Face Masks,"$88,487,633.00 "
2006,Face Masks,"$829,000,000.00 "
2010,Face Masks,"$62,749,391.00 "
2011,Face Masks,"$264,000,000.00 "
2019,Face Masks,"$392,000,000.00 "
2005,Face Masks,"$448,000,000.00 "
2017,Face Masks,"$528,000,000.00 "
2014,Face Masks,"$269,000,000.00 "
2010,Face Masks,"$173,000,000.00 "
2021,Face Masks,"$82,662,725.00 "
2005,Face Masks,"$235,000,000.00 "
2005,Face Masks,"$218,000,000.00 "
2010,Face Masks,"$179,000,000.00 "
2017,Face Masks,"$845,000,000.00 "
2020,Face Masks,"$138,000,000.00 "
2016,Face Masks,"$633,000,000.00 "
2005,Face Masks,"$79,984,664.00 "
2022,Face Masks,"$69,866,528.00 "
2014,Face Masks,"$114,000,000.00 "
2009,Face Masks,"$808,000,000.00 "
2007,Face Masks,"$232,000,000.00 "
2020,Face Masks,"$115,000,000.00 "
2008,Face Masks,"$854,000,000.00 "
2005,Face Masks,"$49,440,345.00 "
2010,Face Masks,"$308,000,000.00 "
2007,Face Masks,"$758,000,000.00 "
2022,Face Masks,"$218,000,000.00 "
2010,Face Masks,"$355,000,000.00 "
2003,Face Masks,"$166,000,000.00 "
2016,Face Masks,"$626,000,000.00 "
2022,Face Masks,"$17,592,016.00 "
2010,Face Masks,"$537,000,000.00 "
2008,Face Masks,"$953,000,000.00 "
2016,Face Masks,"$171,000,000.00 "
2019,Face Masks,"$72,805,779.00 "
2018,Face Masks,"$73,742,017.00 "
2015,Face Masks,"$34,760,686.00 "
2014,Face Masks,"$647,000,000.00 "
2006,Face Masks,"$47,025,246.00 "
2021,Face Masks,"$223,000,000.00 "
2012,Face Masks,"$79,328,818.00 "
2017,Face Masks,"$517,000,000.00 "
2006,Face Masks,"$323,000,000.00 "
2016,Face Masks,"$214,000,000.00 "
2024,Face Masks,"$218,000,000.00 "
2012,Face Masks,"$86,361,847.00 "
2015,Face Masks,"$51,516,970.00 "
2005,Face Masks,"$545,000,000.00 "
2004,Face Masks,"$479,000,000.00 "
2000,Face Masks,"$93,572,569.00 "
2000,Face Masks,"$21,166,150.00 "
2002,Face Masks,"$588,000,000.00 "
2009,Face Masks,"$437,000,000.00 "
2017,Face Masks,"$261,000,000.00 "
2012,Face Masks,"$240,000,000.00 "
2011,Face Masks,"$92,141,947.00 "
2018,Face Masks,"$665,000,000.00 "
2023,Face Masks,"$76,210,187.00 "
2001,Face Masks,"$791,000,000.00 "
2006,Face Masks,"$70,707,414.00 "
2022,Face Masks,"$156,000,000.00 "
2003,Face Masks,"$41,082,346.00 "
2004,Face Masks,"$157,000,000.00 "
2009,Face Masks,"$39,485,313.00 "
2021,Face Masks,"$276,000,000.00 "
2000,Face Masks,"$562,000,000.00 "
2000,Face Masks,"$19,686,135.00 "
2009,Face Masks,"$423,000,000.00 "
2008,Face Masks,"$77,035,808.00 "
2009,Face Masks,"$107,000,000.00 "
2000,Face Masks,"$652,000,000.00 "
2007,Face Masks,"$267,000,000.00 "
2016,Face Masks,"$307,000,000.00 "
2002,Face Masks,"$381,000,000.00 "
2023,Face Masks,"$415,000,000.00 "
2010,Face Masks,"$826,000,000.00 "
2019,Face Masks,"$640,000,000.00 "
2015,Face Masks,"$349,000,000.00 "
2017,Face Masks,"$678,000,000.00 "
2020,Face Masks,"$114,000,000.00 "
2013,Face Masks,"$218,000,000.00 "
2004,Face Masks,"$64,720,640.00 "
2021,Face Masks,"$55,704,156.00 "
2001,Face Masks,"$43,966,117.00 "
2002,Face Masks,"$185,000,000.00 "
2002,Face Masks,"$37,996,594.00 "
2019,Face Masks,"$108,000,000.00 "
2006,Face Masks,"$391,000,000.00 "
2004,Face Masks,"$330,000,000.00 "
2011,Face Masks,"$8,683,637.00 "
2000,Face Masks,"$182,000,000.00 "
2020,Face Masks,"$507,000,000.00 "
2004,Face Masks,"$289,000,000.00 "
2001,Face Masks,"$335,000,000.00 "
2017,Face Masks,"$379,000,000.00 "
2004,Face Masks,"$77,887,319.00 "
2005,Face Masks,"$62,516,889.00 "
2007,Face Masks,"$37,017,172.00 "
2012,Face Masks,"$179,000,000.00 "
2013,Face Masks,"$423,000,000.00 "
2005,Face Masks,"$307,000,000.00 "
2023,Face Masks,"$306,000,000.00 "
2017,Face Masks,"$796,000,000.00 "
2021,Face Masks,"$101,000,000.00 "
2015,Face Masks,"$338,000,000.00 "
2019,Face Masks,"$826,000,000.00 "
2021,Face Masks,"$163,000,000.00 "
2016,Face Masks,"$625,000,000.00 "
2020,Face Masks,"$588,000,000.00 "
2019,Face Masks,"$161,000,000.00 "
2010,Face Masks,"$69,882,125.00 "
2001,Face Masks,"$485,000,000.00 "
2021,Face Masks,"$244,000,000.00 "
2021,Face Masks,"$272,000,000.00 "
2015,Face Masks,"$20,373,363.00 "
2020,Face Masks,"$202,000,000.00 "
2024,Face Masks,"$353,000,000.00 "
2022,Face Masks,"$394,000,000.00 "
2017,Face Masks,"$607,000,000.00 "
2023,Face Masks,"$72,466,872.00 "
2014,Face Masks,"$233,000,000.00 "
2004,Face Masks,"$787,000,000.00 "
2020,Face Masks,"$321,000,000.00 "
2021,Face Masks,"$834,000,000.00 "
2005,Face Masks,"$225,000,000.00 "
2019,Face Masks,"$86,357,084.00 "
2009,Face Masks,"$234,000,000.00 "
2023,Face Masks,"$147,000,000.00 "
2015,Face Masks,"$271,000,000.00 "
2012,Face Masks,"$215,000,000.00 "
2018,Face Masks,"$116,000,000.00 "
2014,Face Masks,"$695,000,000.00 "
2022,Face Masks,"$327,000,000.00 "
2004,Face Masks,"$371,000,000.00 "
2005,Face Masks,"$20,914,379.00 "
2024,Face Masks,"$88,575,242.00 "
2016,Face Masks,"$512,000,000.00 "
2014,Face Masks,"$48,597,463.00 "
2022,Face Masks,"$154,000,000.00 "
2006,Face Masks,"$146,000,000.00 "
2011,Face Masks,"$315,000,000.00 "
2023,Face Masks,"$184,000,000.00 "
2014,Face Masks,"$21,377,167.00 "
2021,Face Masks,"$846,000,000.00 "
2007,Face Masks,"$560,000,000.00 "
2019,Face Masks,"$351,000,000.00 "
2013,Face Masks,"$108,000,000.00 "
2000,Face Masks,"$120,000,000.00 "
2021,Face Masks,"$882,000,000.00 "
2024,Face Masks,"$574,000,000.00 "
2006,Face Masks,"$119,000,000.00 "
2000,Face Masks,"$204,000,000.00 "
2007,Face Masks,"$61,652,731.00 "
2005,Face Masks,"$936,000,000.00 "
2021,Face Masks,"$20,060,991.00 "
2018,Face Masks,"$594,000,000.00 "
2019,Face Masks,"$18,758,210.00 "
2018,Face Masks,"$372,000,000.00 "
2014,Face Masks,"$425,000,000.00 "
2022,Face Masks,"$376,000,000.00 "
2005,Face Masks,"$417,000,000.00 "
2006,Face Masks,"$237,000,000.00 "
2009,Face Masks,"$585,000,000.00 "
2016,Face Masks,"$142,000,000.00 "
2008,Face Masks,"$627,000,000.00 "
2013,Face Masks,"$1,090,000,000.00 "
2011,Face Masks,"$77,633,226.00 "
2023,Face Masks,"$214,000,000.00 "
2018,Face Masks,"$402,000,000.00 "
2019,Face Masks,"$512,000,000.00 "
2021,Face Masks,"$1,060,000,000.00 "
2008,Face Masks,"$33,744,296.00 "
2012,Face Masks,"$70,419,308.00 "
2021,Face Masks,"$518,000,000.00 "
2012,Face Masks,"$12,935,877.00 "
2018,Face Masks,"$846,000,000.00 "
2017,Face Masks,"$393,000,000.00 "
2001,Face Masks,"$583,000,000.00 "
2010,Face Masks,"$559,000,000.00 "
2008,Face Masks,"$405,000,000.00 "
2000,Face Masks,"$850,000,000.00 "
2018,Face Masks,"$894,000,000.00 "
2022,Face Masks,"$97,101,595.00 "
2002,Face Masks,"$580,000,000.00 "
2020,Face Masks,"$352,000,000.00 "
2023,Face Masks,"$122,000,000.00 "
2003,Face Masks,"$275,000,000.00 "
2002,Face Masks,"$109,000,000.00 "
2002,Face Masks,"$568,000,000.00 "
2016,Face Masks,"$90,884,105.00 "
2014,Face Masks,"$732,000,000.00 "
2020,Face Masks,"$243,000,000.00 "
2005,Face Masks,"$275,000,000.00 "
2005,Face Masks,"$59,878,273.00 "
2015,Face Masks,"$165,000,000.00 "
2005,Face Masks,"$543,000,000.00 "
2017,Face Masks,"$145,000,000.00 "
2018,Face Masks,"$220,000,000.00 "
2008,Face Masks,"$373,000,000.00 "
2002,Face Masks,"$204,000,000.00 "
2022,Face Masks,"$818,000,000.00 "
2016,Face Masks,"$184,000,000.00 "
2010,Face Masks,"$610,000,000.00 "
2010,Face Masks,"$286,000,000.00 "
2022,Face Masks,"$886,000,000.00 "
2014,Face Masks,"$757,000,000.00 "
2008,Face Masks,"$556,000,000.00 "
2002,Face Masks,"$164,000,000.00 "
2000,Face Masks,"$765,000,000.00 "
2008,Face Masks,"$355,000,000.00 "
2010,Face Masks,"$447,000,000.00 "
2024,Face Masks,"$397,000,000.00 "
2016,Face Masks,"$42,386,258.00 "
2010,Face Masks,"$10,874,617.00 "
2015,Face Masks,"$16,490,200.00 "
2019,Face Masks,"$78,441,583.00 "
2022,Face Masks,"$561,000,000.00 "
2017,Face Masks,"$18,865,300.00 "
2009,Face Masks,"$134,000,000.00 "
2018,Face Masks,"$624,000,000.00 "
2003,Face Masks,"$27,832,777.00 "
2015,Face Masks,"$128,000,000.00 "
2022,Face Masks,"$572,000,000.00 "
2008,Face Masks,"$176,000,000.00 "
2016,Face Masks,"$203,000,000.00 "
2015,Face Masks,"$360,000,000.00 "
2013,Face Masks,"$118,000,000.00 "
2014,Face Masks,"$964,000,000.00 "
2015,Face Masks,"$857,000,000.00 "
2020,Face Masks,"$134,000,000.00 "
2019,Face Masks,"$188,000,000.00 "
2016,Face Masks,"$326,000,000.00 "
2012,Face Masks,"$339,000,000.00 "
2013,Face Masks,"$405,000,000.00 "
2007,Face Masks,"$346,000,000.00 "
2005,Face Masks,"$24,370,344.00 "
2009,Face Masks,"$612,000,000.00 "
2008,Face Masks,"$502,000,000.00 "
2000,Face Masks,"$46,611,069.00 "
2000,Face Masks,"$83,376,124.00 "
2016,Face Masks,"$360,000,000.00 "
2012,Face Masks,"$611,000,000.00 "
2023,Face Masks,"$678,000,000.00 "
2010,Face Masks,"$212,000,000.00 "
2013,Face Masks,"$104,000,000.00 "
2009,Face Masks,"$75,357,603.00 "
2001,Face Masks,"$412,000,000.00 "
2003,Face Masks,"$209,000,000.00 "
2012,Face Masks,"$955,000,000.00 "
2012,Face Masks,"$332,000,000.00 "
2015,Face Masks,"$12,282,569.00 "
2001,Face Masks,"$181,000,000.00 "
2006,Face Masks,"$68,828,002.00 "
2020,Face Masks,"$23,103,979.00 "
2019,Face Masks,"$54,591,182.00 "
2020,Face Masks,"$661,000,000.00 "
2012,Face Masks,"$43,074,572.00 "
2011,Face Masks,"$77,402,973.00 "
2003,Face Masks,"$110,000,000.00 "
2015,Face Masks,"$698,000,000.00 "
2001,Face Masks,"$1,020,000,000.00 "
2017,Face Masks,"$319,000,000.00 "
2001,Face Masks,"$206,000,000.00 "
2012,Face Masks,"$891,000,000.00 "
2017,Face Masks,"$37,188,589.00 "
2019,Face Masks,"$34,939,302.00 "
2017,Face Masks,"$423,000,000.00 "
2003,Face Masks,"$162,000,000.00 "
2019,Face Masks,"$846,000,000.00 "
2011,Face Masks,"$170,000,000.00 "
2014,Face Masks,"$108,000,000.00 "
2010,Face Masks,"$609,000,000.00 "
2005,Face Masks,"$419,000,000.00 "
2024,Face Masks,"$101,000,000.00 "
2001,Face Masks,"$75,041,512.00 "
2004,Face Masks,"$1,030,000,000.00 "
2016,Face Masks,"$383,000,000.00 "
2015,Face Masks,"$237,000,000.00 "
2022,Face Masks,"$216,000,000.00 "
2008,Face Masks,"$483,000,000.00 "
2002,Face Masks,"$197,000,000.00 "
2001,Face Masks,"$650,000,000.00 "
2019,Face Masks,"$212,000,000.00 "
2001,Face Masks,"$20,190,460.00 "
2018,Face Masks,"$457,000,000.00 "
2006,Face Masks,"$17,903,050.00 "
2013,Face Masks,"$118,000,000.00 "
2008,Face Masks,"$10,780,657.00 "
2011,Face Masks,"$672,000,000.00 "
2010,Face Masks,"$296,000,000.00 "
2015,Face Masks,"$1,170,000,000.00 "
2007,Face Masks,"$244,000,000.00 "
2015,Face Masks,"$185,000,000.00 "
2007,Face Masks,"$650,000,000.00 "
2011,Face Masks,"$371,000,000.00 "
2010,Face Masks,"$888,000,000.00 "
2005,Face Masks,"$51,824,292.00 "
2022,Face Masks,"$95,959,789.00 "
2005,Face Masks,"$55,536,768.00 "
2022,Face Masks,"$762,000,000.00 "
2021,Face Masks,"$142,000,000.00 "
2005,Face Masks,"$1,030,000,000.00 "
2002,Face Masks,"$657,000,000.00 "
2022,Face Masks,"$299,000,000.00 "
2005,Face Masks,"$663,000,000.00 "
2006,Face Masks,"$90,635,360.00 "
2012,Face Masks,"$481,000,000.00 "
2021,Face Masks,"$672,000,000.00 "
2009,Face Masks,"$299,000,000.00 "
2012,Face Masks,"$119,000,000.00 "
2010,Face Masks,"$793,000,000.00 "
2014,Face Masks,"$293,000,000.00 "
2015,Face Masks,"$527,000,000.00 "
2011,Face Masks,"$497,000,000.00 "
2013,Face Masks,"$29,481,268.00 "
2023,Face Masks,"$602,000,000.00 "
2017,Face Masks,"$302,000,000.00 "
2009,Face Masks,"$139,000,000.00 "
2010,Face Masks,"$609,000,000.00 "
2023,Face Masks,"$382,000,000.00 "
2004,Face Masks,"$419,000,000.00 "
2015,Face Masks,"$322,000,000.00 "
2010,Face Masks,"$18,107,220.00 "
2008,Face Masks,"$117,000,000.00 "
2020,Face Masks,"$201,000,000.00 "
2019,Face Masks,"$165,000,000.00 "
2018,Face Masks,"$596,000,000.00 "
2020,Face Masks,"$1,020,000,000.00 "
2012,Face Masks,"$322,000,000.00 "
2015,Face Masks,"$487,000,000.00 "
2020,Face Masks,"$20,562,840.00 "
2002,Face Masks,"$278,000,000.00 "
2005,Face Masks,"$713,000,000.00 "
2009,Face Masks,"$47,192,636.00 "
2013,Face Masks,"$776,000,000.00 "
2008,Face Masks,"$179,000,000.00 "
2021,Face Masks,"$633,000,000.00 "
2015,Face Masks,"$291,000,000.00 "
2005,Face Masks,"$46,278,521.00 "
2000,Face Masks,"$320,000,000.00 "
2001,Face Masks,"$935,000,000.00 "
2012,Face Masks,"$366,000,000.00 "
2020,Face Masks,"$134,000,000.00 "
2013,Face Masks,"$723,000,000.00 "
2014,Face Masks,"$823,000,000.00 "
2000,Face Masks,"$836,000,000.00 "
2001,Face Masks,"$221,000,000.00 "
2001,Face Masks,"$388,000,000.00 "
2003,Face Masks,"$360,000,000.00 "
2018,Face Masks,"$149,000,000.00 "
2006,Face Masks,"$332,000,000.00 "
2011,Face Masks,"$141,000,000.00 "
2021,Face Masks,"$356,000,000.00 "
2010,Face Masks,"$175,000,000.00 "
2010,Face Masks,"$64,611,895.00 "
2015,Face Masks,"$216,000,000.00 "
2010,Face Masks,"$472,000,000.00 "
2018,Face Masks,"$823,000,000.00 "
2021,Face Masks,"$821,000,000.00 "
2008,Face Masks,"$157,000,000.00 "
2020,Face Masks,"$395,000,000.00 "
2000,Face Masks,"$279,000,000.00 "
2003,Face Masks,"$287,000,000.00 "
2006,Face Masks,"$78,625,180.00 "
2012,Face Masks,"$724,000,000.00 "
2002,Face Masks,"$172,000,000.00 "
2009,Face Masks,"$174,000,000.00 "
2003,Face Masks,"$173,000,000.00 "
2024,Face Masks,"$213,000,000.00 "
2004,Face Masks,"$90,391,000.00 "
2004,Face Masks,"$305,000,000.00 "
2024,Face Masks,"$389,000,000.00 "
2008,Face Masks,"$559,000,000.00 "
2004,Face Masks,"$215,000,000.00 "
2022,Face Masks,"$443,000,000.00 "
2003,Face Masks,"$408,000,000.00 "
2016,Face Masks,"$229,000,000.00 "
2003,Face Masks,"$12,714,762.00 "
2000,Face Masks,"$593,000,000.00 "
2007,Face Masks,"$280,000,000.00 "
2021,Face Masks,"$230,000,000.00 "
2023,Face Masks,"$189,000,000.00 "
2004,Face Masks,"$403,000,000.00 "
2000,Face Masks,"$313,000,000.00 "
2003,Face Masks,"$277,000,000.00 "
2017,Face Masks,"$179,000,000.00 "
2001,Face Masks,"$780,000,000.00 "
2005,Face Masks,"$74,310,554.00 "
2003,Face Masks,"$585,000,000.00 "
2014,Face Masks,"$13,644,719.00 "
2001,Face Masks,"$65,419,810.00 "
2008,Face Masks,"$110,000,000.00 "
2020,Face Masks,"$166,000,000.00 "
2022,Face Masks,"$812,000,000.00 "
2024,Face Masks,"$2,730,675.00 "
2015,Face Masks,"$161,000,000.00 "
2023,Face Masks,"$113,000,000.00 "
2013,Face Masks,"$101,000,000.00 "
2009,Face Masks,"$418,000,000.00 "
2019,Face Masks,"$46,984,741.00 "
2015,Face Masks,"$462,000,000.00 "
2018,Face Masks,"$535,000,000.00 "
2018,Face Masks,"$456,000,000.00 "
2013,Face Masks,"$99,942,929.00 "
2002,Face Masks,"$239,000,000.00 "
2024,Face Masks,"$1,050,000,000.00 "
2015,Face Masks,"$242,000,000.00 "
2018,Face Masks,"$117,000,000.00 "
2010,Face Masks,"$2,085,898.00 "
2001,Face Masks,"$438,000,000.00 "
2004,Face Masks,"$818,000,000.00 "
2008,Face Masks,"$381,000,000.00 "
2015,Face Masks,"$381,000,000.00 "
2024,Face Masks,"$294,000,000.00 "
2000,Face Masks,"$66,528,929.00 "
2020,Face Masks,"$155,000,000.00 "
2019,Face Masks,"$51,335,660.00 "
2023,Face Masks,"$193,000,000.00 "
2023,Face Masks,"$144,000,000.00 "
2017,Face Masks,"$390,000,000.00 "
2016,Face Masks,"$104,000,000.00 "
2012,Face Masks,"$469,000,000.00 "
2012,Face Masks,"$411,000,000.00 "
2007,Face Masks,"$36,325,196.00 "
2011,Face Masks,"$31,976,721.00 "
2013,Face Masks,"$34,115,870.00 "
2018,Face Masks,"$105,000,000.00 "
2006,Face Masks,"$159,000,000.00 "
2017,Face Masks,"$271,000,000.00 "
2000,Hydration Products,"$568,000,000.00 "
2017,Hydration Products,"$189,000,000.00 "
2013,Hydration Products,"$333,000,000.00 "
2019,Hydration Products,"$157,000,000.00 "
2010,Hydration Products,"$172,000,000.00 "
2004,Hydration Products,"$111,000,000.00 "
2020,Hydration Products,"$294,000,000.00 "
2009,Hydration Products,"$363,000,000.00 "
2017,Hydration Products,"$799,000,000.00 "
2002,Hydration Products,"$119,000,000.00 "
2003,Hydration Products,"$324,000,000.00 "
2000,Hydration Products,"$53,145,850.00 "
2019,Hydration Products,"$145,000,000.00 "
2024,Hydration Products,"$358,000,000.00 "
2008,Hydration Products,"$82,571,492.00 "
2006,Hydration Products,"$113,000,000.00 "
2015,Hydration Products,"$672,000,000.00 "
