Category,Year,Avg Price USD,Dollar Sales UD,YOY % Change
Lip Gloss,2022,35.04,384911250.7,11.61
Lip Gloss,2024,5.64,662681200.5,1.31
Lip Gloss,2011,7.61,144826703,6.12
Lip Gloss,2003,16.59,497443543.9,0.31
Lip Gloss,2009,15.87,851617876.3,6
Lip Gloss,2007,28.18,16804036.93,1.38
Lip Gloss,2003,30.76,312339023.7,-2.51
Lip Gloss,2012,38.84,732905765.6,9.85
Lip Gloss,2022,26.14,52239697.17,-4.64
Lip Gloss,2006,6.95,896587270.4,3.27
Lip Gloss,2005,17.28,375043311.2,-1.96
Lip Gloss,2012,18.46,143176573.6,-1.08
Lip Gloss,2019,27.39,93556465.34,2.57
Lip Gloss,2009,25.91,583782741.7,0.32
Lip Gloss,2015,29,522649454.4,5.3
Lip Gloss,2002,16.95,553022789.5,8.52
Lip Gloss,2012,31.45,857880430.1,-2.02
Lip Gloss,2007,31.77,457237352.7,-1.65
Lip Gloss,2007,29.53,778674447.5,7.96
Lip Gloss,2010,21.01,874838609.8,3.71
Lip Gloss,2005,19.63,984218315,-6.9
Lip Gloss,2003,5.88,349113190.4,11.29
Lip Gloss,2019,19.05,128968912.2,-4.7
Lip Gloss,2004,28.55,278611297.1,5.16
Lip Gloss,2007,14.11,446727017.5,8.07
Lip Gloss,2015,27.36,151848815.7,5.04
Lip Gloss,2001,19.06,973882570.1,-9.87
Lip Gloss,2001,35.74,388311137.2,-7.47
Lip Gloss,2006,35.36,802832127,13.67
Lip Gloss,2002,16.76,554081603.2,-2.77
Lip Gloss,2015,19,674438027,-6.41
Lip Gloss,2020,8.3,378148001.3,4.55
Lip Gloss,2024,38.19,33913699.4,-8.83
Lip Gloss,2005,34.2,793909172.3,3.14
Lip Gloss,2019,15.06,437354626.5,-2.68
Lip Gloss,2019,7.53,269612940.3,12.56
Lip Gloss,2001,6.6,840864316.2,9.86
Lip Gloss,2011,15.8,898165502.3,-2.55
Lip Gloss,2011,34.56,176485163.9,1.48
Lip Gloss,2013,13.6,758791732.8,-4.66
Lip Gloss,2000,33.16,520273115,1.3
Lip Gloss,2002,38.18,979154109.9,-8.54
Lip Gloss,2001,37.83,332753444.2,6.26
Lip Gloss,2005,9.28,746202291.8,-2.92
Lip Gloss,2013,5.39,484887581.1,7.58
Lip Gloss,2022,19.71,786194747.8,10.95
Lip Gloss,2002,29.51,735636664.6,1.01
Lip Gloss,2005,22.7,578754401.2,-8.33
Lip Gloss,2000,11.27,581314571.2,10.56
Lip Gloss,2017,30.79,799121114.3,-6.18
Lip Gloss,2016,28.12,532333712,-6.35
Lip Gloss,2002,39.37,63424588.67,3.52
Lip Gloss,2006,10.64,348317614.3,-6.11
Lip Gloss,2005,35.43,720119310.4,7.46
Lip Gloss,2020,14.14,958012674.4,3.85
Lip Gloss,2013,7.57,667486982.9,9.67
Lip Gloss,2004,23.32,277169196.7,-9.67
Lip Gloss,2014,39.17,261648628.9,14.44
Lip Gloss,2015,15.89,411904243.3,7.64
Lip Gloss,2001,16,539010407.7,0.6
Lip Gloss,2009,32.69,339906499.1,-0.64
Lip Gloss,2002,16.38,286807763.8,11.38
Lip Gloss,2004,12.15,673286661.7,-4.66
Lip Gloss,2009,36.18,369009252.2,13.37
Lip Gloss,2017,5.27,223943677,-2.62
Lip Gloss,2009,21.18,252092232.4,12.83
Lip Gloss,2012,31.2,111176716.7,4.82
Lip Gloss,2009,15.1,940654440.7,-2.76
Lip Gloss,2017,27.65,337789307.8,-4.45
Lip Gloss,2004,6.73,634924352.7,-5.47
Lip Gloss,2004,34.03,221746853.1,5.56
Lip Gloss,2015,20.49,353583049.5,6.56
Lip Gloss,2006,6.79,639638776.8,12.55
Lip Gloss,2000,12.72,760798779.8,7.91
Lip Gloss,2021,23.83,752164418,10.26
Lip Gloss,2012,29.49,933222207.4,14.18
Lip Gloss,2003,5.29,641162664.8,5.12
Lip Gloss,2003,19.06,425695695.1,1.7
Lip Gloss,2011,19.64,718918940.4,7.19
Lip Gloss,2022,39.78,852920134.3,11.24
Lip Gloss,2020,13.09,927464386.6,-8.68
Lip Gloss,2016,34.19,448939458.2,-9.94
Lip Gloss,2015,18.26,807590318.6,-1.78
Lip Gloss,2015,30.4,170054573.8,-1.92
Lip Gloss,2017,10.14,685419361.7,14.71
Lip Gloss,2004,28.27,208354407.6,-2.97
Lip Gloss,2008,21.22,828113747.5,-8.42
Lip Gloss,2016,37.18,287037448,-3.22
Lip Gloss,2020,25.05,688144851.8,11.82
Lip Gloss,2018,35.78,992100243.1,-4.05
Lip Gloss,2005,38.46,820175928.1,6.91
Lip Gloss,2007,27.71,370411036.3,0.76
Lip Gloss,2004,9.66,802757087.5,4.53
Lip Gloss,2012,14.67,43000033.84,4.31
Lip Gloss,2017,18.68,385215423.5,-3.63
Lip Gloss,2000,33.68,988524120.5,5.86
Lip Gloss,2003,21.46,380824344,14.16
Lip Gloss,2023,37.9,345600090.6,13.85
Lip Gloss,2004,10,322631621.4,-6.22
Lip Gloss,2009,34.02,756671445.9,5.53
Lip Gloss,2003,29.6,638604559.5,12.97
Lip Gloss,2009,36.17,999445342.4,-8.16
Lip Gloss,2008,23.55,454752288.8,-1.94
Lip Gloss,2011,21.13,121293175.9,1.22
Lip Gloss,2021,11.6,215327883.6,13.18
Lip Gloss,2017,36.81,718488747.4,13.22
Lip Gloss,2018,7.64,292927461.6,-3.73
Lip Gloss,2016,5.26,629701711.9,9.45
Lip Gloss,2020,28.55,878622004.1,10.24
Lip Gloss,2019,13.49,297455431.3,12.66
Lip Gloss,2007,9.54,405906897.4,-7.69
Lip Gloss,2015,28.58,530506473.6,3.64
Lip Gloss,2015,22.09,292418026.4,-6.48
Lip Gloss,2011,28.21,423363941,10.8
Lip Gloss,2008,29.37,675416945,12.03
Lip Gloss,2024,37.63,679136837.2,-3.71
Lip Gloss,2008,24.48,22885626.08,0.44
Lip Gloss,2005,23.04,199960115.9,-4.93
Lip Gloss,2002,24.69,474256714.8,9.62
Lip Gloss,2000,9.35,71473847.77,9.8
Lip Gloss,2007,22.15,646851153.2,-4.41
Lip Gloss,2009,35.5,653540449,-9.78
Lip Gloss,2012,27.93,319103472.3,-9.14
Lip Gloss,2020,6.92,456874511.7,6.25
Lip Gloss,2023,23.74,402656446.7,-2.41
Lip Gloss,2002,31.92,955074024.1,12.42
Lip Gloss,2012,9.18,447931782.6,-3.72
Lip Gloss,2022,22.4,447273712.3,4.97
Lip Gloss,2006,23.72,981216262.7,11.9
Lip Gloss,2009,36.14,383945825.3,-3.34
Lip Gloss,2006,25.71,335870161.4,9.73
Lip Gloss,2002,18.64,425081837.1,-6.62
Lip Gloss,2007,17.1,264327607.8,1.75
Lip Gloss,2010,37.3,408389400.1,0.39
Lip Gloss,2006,19.36,450241292.7,0.08
Lip Gloss,2002,32.67,447944993,-8.96
Lip Gloss,2002,19.55,307064862.5,-4.57
Lip Gloss,2000,15.95,515697335.4,-7.01
Lip Gloss,2019,34.17,10389063.91,1.98
Lip Gloss,2015,23.42,597270458.2,11.52
Lip Gloss,2023,16.59,626954982.6,-7.7
Lip Gloss,2008,38.34,291808740.3,-0.91
Lip Gloss,2011,38.58,877622290.1,1.72
Lip Gloss,2017,18.07,739384141.9,-0.75
Lip Gloss,2022,34.84,621023358.8,13.46
Lip Gloss,2009,20.45,973794630.4,10.27
Lip Gloss,2013,27.41,191226388.1,-9.86
Lip Gloss,2006,28.27,586016496.4,-9.81
Lip Gloss,2006,33.53,148135973.4,2.4
Lip Gloss,2018,14.57,79237906.44,10.71
Lip Gloss,2001,33.02,245980493.8,3.02
Lip Gloss,2007,11.79,378780037.2,2.4
Lip Gloss,2003,17.66,655132182.3,10.57
Lip Gloss,2015,22,494196867.3,0.45
Lip Gloss,2004,14.75,325808788.3,10.02
Lip Gloss,2003,26.81,138956661.2,9.15
Lip Gloss,2023,6.88,407971661.3,-5.93
Lip Gloss,2024,19.26,214281632.9,10.02
Lip Gloss,2005,19.05,95722795.01,12.32
Lip Gloss,2015,39.07,385310966.3,13.72
Lip Gloss,2016,25.11,501811432.5,-3.13
Lip Gloss,2018,5.92,795768983.9,8.24
Lip Gloss,2010,18.66,817492537.9,7.01
Lip Gloss,2018,24.74,565716243.8,14.14
Lip Gloss,2004,18.04,664947349.9,4.97
Lip Gloss,2023,24.36,802284834.5,12.08
Lip Gloss,2012,13.15,636282412.7,14.93
Lip Gloss,2018,23.73,123500088.5,6.71
Lip Gloss,2015,10.31,216281381.8,-4.71
Lip Gloss,2024,24.43,845593464.2,-8.16
Lip Gloss,2006,27.25,313810361.1,8.16
Lip Gloss,2016,9.05,849301890.1,7.71
Lip Gloss,2015,30.47,290085845.8,-5.32
Lip Gloss,2023,39.19,192213003.8,2.26
Lip Gloss,2002,30.81,757235440.5,-3.2
Lip Gloss,2016,34.82,338212812.3,6.92
Lip Gloss,2008,26.08,254561923.2,11.62
Lip Gloss,2005,31.8,756201358.4,9.23
Lip Gloss,2021,32.57,85709030.29,10.03
Lip Gloss,2001,6.96,184480936.8,-5.57
Lip Gloss,2004,8.5,441702256.4,6.63
Lip Gloss,2011,14.5,879404762.3,-9.97
Lip Gloss,2009,5.87,793715443.7,0.64
Lip Gloss,2013,31.45,697299800.8,10.82
Lip Gloss,2000,23.61,240949339.9,0.27
Lip Gloss,2000,31.29,416690332.6,-6.23
Lip Gloss,2022,8.8,453879063.5,-8.87
Lip Gloss,2008,39.66,553769625.7,8.13
Lip Gloss,2019,15.66,709459792.7,-8.74
Lip Gloss,2022,24.61,87804315.88,-6.36
Lip Gloss,2007,27.15,773660874.8,6.51
Lip Gloss,2008,22.05,596465413.9,8.99
Lip Gloss,2018,7.78,922687111.6,-7.57
Lip Gloss,2021,27.7,407734469.9,13.19
Lip Gloss,2003,12.93,949891416.4,4.21
Lip Gloss,2023,19.53,92505297.94,12.33
Lip Gloss,2022,12.46,324202306.2,10.92
Lip Gloss,2005,23.94,697207694.7,8.52
Lip Gloss,2023,14.25,932196236.2,9.5
Lip Gloss,2018,21.12,685808449.6,-3.67
Lip Gloss,2005,15.75,14323216.96,8.61
Lip Gloss,2002,36.93,143624175.8,4.38
Lip Gloss,2021,14.8,368730619.1,7.97
Lip Gloss,2016,20.28,375874926.3,5.31
Lip Gloss,2024,6.86,932748146,3.99
Lip Gloss,2022,9.96,755122420.6,0.64
Lip Gloss,2016,37.91,724485186.7,0.78
Lip Gloss,2009,23.31,854308142.4,13.47
Lip Gloss,2011,28.14,776884999.1,11.13
Lip Gloss,2022,37.87,832132996.6,5.32
Lip Gloss,2018,17.93,263376274.4,-2.19
Lip Gloss,2016,22.95,400556296.6,-0.31
Lip Gloss,2021,17.03,674322175.3,-0.71
Lip Gloss,2021,18.44,248330314.5,-4.77
Lip Gloss,2012,25.65,178645226.8,9.33
Lip Gloss,2019,39.26,981676478.8,1.9
Lip Gloss,2000,32.77,869365000,-7.45
Lip Gloss,2008,14.78,682784095.8,-9.92
Lip Gloss,2012,28.62,145483186.3,7.61
Lip Gloss,2005,5.63,149428748.4,13.41
Lip Gloss,2006,19.5,231608773.2,5.01
Lip Gloss,2014,19.77,427902571.2,9.36
Lip Gloss,2023,35.68,396859318,-7.73
Lip Gloss,2014,34.09,880648097,8.19
Lip Gloss,2005,12.96,485009836.9,8.56
Lip Gloss,2008,39.73,703920352.5,-8.24
Lip Gloss,2015,9.04,209938465.2,12.52
Lip Gloss,2020,12.29,339452852.4,1.32
Lip Gloss,2005,14.69,227314730.8,-6.43
Lip Gloss,2004,9.83,171417891.1,5.85
Lip Gloss,2017,10.36,180300734.7,6.85
Lip Gloss,2011,31.36,828282135.4,1.51
Lip Gloss,2022,30.18,767150381.3,-6.09
Lip Gloss,2000,19.46,288491282.2,8.76
Lip Gloss,2019,21.51,939164649.3,13.46
Lip Gloss,2000,16.94,291464196.2,1.87
Lip Gloss,2001,39.66,725376465,7.04
Lip Gloss,2008,36.43,385111543.9,0.15
Lip Gloss,2005,32.12,333488525.8,7.09
Lip Gloss,2024,25.35,776005915,7.97
Lip Gloss,2017,23.7,701240952.7,7.26
Lip Gloss,2012,13.14,907277455.4,-4.43
Lip Gloss,2006,11.37,270577029.8,12.56
Lip Gloss,2008,20.42,547907432.1,10.86
Lip Gloss,2000,6.96,675942587,-1.84
Lip Pencil,2009,11.04,146209955.2,8.07
Lip Pencil,2016,31.58,973391343.1,-7.24
Lip Pencil,2011,22.48,627998875.4,4.29
Lip Pencil,2020,9.32,662855198.4,-7.62
Lip Pencil,2018,30.06,109675480.8,-2.35
Lip Pencil,2003,6.57,385265183.8,-6.33
Lip Pencil,2000,37,791005461.1,-4.33
Lip Pencil,2006,7.36,102738261.7,-7.25
Lip Pencil,2021,15.43,33170139.12,-9.18
Lip Pencil,2013,18.15,70067643.37,10.76
Lip Pencil,2004,29.37,868196098,4.02
Lip Pencil,2015,14.63,947605202.8,11.44
Lip Pencil,2007,18.63,600577614.7,4.41
Lip Pencil,2014,6.83,635578226.8,12.11
Lip Pencil,2008,12.21,764873434.5,6.73
Lip Pencil,2002,28.75,547603907,4.16
Lip Pencil,2021,39.59,37635839.09,4.01
Lip Pencil,2017,10.19,251145807.2,11.49
Lip Pencil,2024,7.28,596184811.8,7.56
Lip Pencil,2003,17.78,360892381.3,-2.39
Lip Pencil,2008,35.94,778502742.3,-3.73
Lip Pencil,2003,12.15,811570678.8,-2.03
Lip Pencil,2010,28.22,138346933.2,-3.62
Lip Pencil,2016,29.74,878731003.1,-0.84
Lip Pencil,2021,21.36,885251099.8,5.67
Lip Pencil,2018,18.67,846301003.2,3.58
Lip Pencil,2014,35.77,121675995.8,0.13
Lip Pencil,2012,39,63648802.28,0.82
Lip Pencil,2013,22.87,544075546.3,-8.9
Lip Pencil,2013,19.82,194416868.7,-7.61
Lip Pencil,2001,11.29,938782775,11.43
Lip Pencil,2019,7.5,180228799.2,9.09
Lip Pencil,2002,22.76,550355299.5,4.81
Lip Pencil,2003,27.02,948199593.7,3.01
Lip Pencil,2012,14.91,211080112.7,-4.03
Lip Pencil,2023,9.69,500848891.7,3.84
Lip Pencil,2006,31.87,916901265.9,-0.09
Lip Pencil,2024,10.64,403500899.8,-2.46
Lip Pencil,2016,25.54,23959048.36,9.05
Lip Pencil,2010,19.82,367553394.9,-6.59
Lip Pencil,2010,17.93,852335295.7,2.39
Lip Pencil,2001,28.74,880796213.6,-4.95
Lip Pencil,2001,9.5,490810903.1,13.9
Lip Pencil,2020,33.5,151458018.4,-9.33
Lip Pencil,2024,31.26,239543228,5.79
Lip Pencil,2021,14.42,835746690.6,10.17
Lip Pencil,2019,36.56,613424425.5,13.88
Lip Pencil,2009,5.9,501244846.7,3.73
Lip Pencil,2001,27.12,491950633.1,-4.48
Lip Pencil,2003,5.87,791295194.4,-1.92
Lip Pencil,2018,33.25,188769325.1,-1.3
Lip Pencil,2016,8.57,676776254,2.31
Lip Pencil,2023,33.34,297999001.8,12.52
Lip Pencil,2003,12.37,685819705.9,5
Lip Pencil,2005,26.76,211268913.2,4.46
Lip Pencil,2003,12.46,691432938.2,-3.84
Lip Pencil,2002,5.85,44124839.04,4.85
Lip Pencil,2012,39.51,519744625.1,-4.64
Lip Pencil,2017,10.38,376342595.9,-9.17
Lip Pencil,2010,21.33,410255537.3,9.48
Lip Pencil,2008,10.41,141097446.7,-9.43
Lip Pencil,2019,28.89,902211429.1,4.73
Lip Pencil,2002,8,66998130.58,11.8
Lip Pencil,2005,5.15,229774412.4,-3.63
Lip Pencil,2020,34.18,898926121.6,-0.12
Lip Pencil,2000,8.66,796269245.2,0.82
Lip Pencil,2006,23.38,809801225.3,-1.44
Lip Pencil,2019,27.28,347281104.6,-2.12
Lip Pencil,2016,14.22,964773633.7,-5.2
Lip Pencil,2011,39.07,632915558.9,6.76
Lip Pencil,2014,18.51,686027707.7,-1.53
Lip Pencil,2004,26.08,16045449.66,4.59
Lip Pencil,2008,36.86,209735638.5,-6.87
Lip Pencil,2012,15.23,501612507.1,-9.03
Lip Pencil,2008,13.26,875514535.1,14.49
Lip Pencil,2017,26.68,683340133.4,-8.53
Lip Pencil,2018,6.85,360484684.1,-3.93
Lip Pencil,2010,5.35,777682012.7,0.58
Lip Pencil,2015,21.37,428212069.9,-5.15
Lip Pencil,2021,8.34,262640647.7,-6.72
Lip Pencil,2011,20.15,594635361.4,2.98
Lip Pencil,2005,29.71,619338460.1,1.32
Lip Pencil,2017,29.01,783858572.3,-9.7
Lip Pencil,2002,32.87,330360164.1,8.16
Lip Pencil,2006,36.69,27945303.13,0.21
Lip Pencil,2017,13.55,956616685.9,-8.54
Lip Pencil,2012,23.64,990266767.8,7.8
Lip Pencil,2010,8.87,405503890.6,6.37
Lip Pencil,2022,29.88,504768378.3,2.54
Lip Pencil,2024,11.71,708893642.4,11.37
Lip Pencil,2007,8.17,852467410.6,-9.66
Lip Pencil,2022,35.55,480747070.6,8.39
Lip Pencil,2010,23.7,712609396.5,0.93
Lip Pencil,2011,13.16,972334578.9,12.1
Lip Pencil,2022,14.09,520230175.2,6.65
Lip Pencil,2023,27.43,921413547.2,-6.39
Lip Pencil,2019,19.48,643343203.1,12.25
Lip Pencil,2002,31.9,369594637.2,9.01
Lip Pencil,2006,34,954750479.6,6.43
Lip Pencil,2020,6.36,465704348.5,-9.86
Lip Pencil,2009,24.41,357576313.5,10.74
Lip Pencil,2022,24.79,994716643.8,3.18
Lip Pencil,2011,35.02,228915294.2,4.32
Lip Pencil,2004,31.29,885192929.5,7.65
Lip Pencil,2013,30.83,836325450.1,-9.4
Lip Pencil,2020,36.82,754448290.4,12.88
Lip Pencil,2000,37.45,500194722.5,5
Lip Pencil,2016,26.53,573330290.4,0.5
Lip Pencil,2005,18.97,544016055.5,0.91
Lip Pencil,2016,29.7,94165203.33,5.58
Lip Pencil,2013,36.41,49262673.27,-5.82
Lip Pencil,2000,14.98,675473647.1,-0.82
Lip Pencil,2023,13.23,541344860.6,1.68
Lip Pencil,2010,11.28,962650673.7,2.5
Lip Pencil,2012,10.51,191936154.7,5.07
Lip Pencil,2000,23.63,594265513.6,14.36
Lip Pencil,2014,22.67,929418293.4,1.38
Lip Pencil,2017,9.53,562451435.3,-3.95
Lip Pencil,2004,13.26,285482438,0.74
Lip Pencil,2002,7.32,172653744.5,-4.77
Lip Pencil,2007,13.82,566362847.8,-3.2
Lip Pencil,2018,22.46,727328502.2,12.96
Lip Pencil,2006,27.29,828880092.2,-5.85
Lip Pencil,2021,6.28,251515496.3,11.81
Lip Pencil,2003,17.46,820693271.2,13.09
Lip Pencil,2019,6.92,406230976.7,-2.83
Lip Pencil,2024,39.03,169229800.6,1.32
Lip Pencil,2008,23.1,146278793.5,-0.49
Lip Pencil,2006,14.71,891287364.7,11.85
Lip Pencil,2017,6.27,421482024.5,8.9
Lip Pencil,2016,30.16,331981537.5,7.82
Lip Pencil,2012,34.9,666088631.2,11.08
Lip Pencil,2022,23.21,149772526.6,-0.1
Lip Pencil,2014,34.87,806797591.6,-9.17
Lip Pencil,2014,5.25,931211334.3,-5.18
Lip Pencil,2014,38.42,16267605.61,-0.92
Lip Pencil,2008,22.24,508192692.5,-6.6
Lip Pencil,2003,37.24,515236021.2,9.48
Lip Pencil,2005,7.46,50696293.28,4.6
Lip Pencil,2024,36.59,645054965.8,11.81
Lip Pencil,2022,24.02,779134205.1,10.37
Lip Pencil,2016,11.49,596773091.7,-5.1
Lip Pencil,2006,6.93,413248315.5,0.98
Lip Pencil,2021,5.97,314431617.6,5.78
Lip Pencil,2014,33.7,783094106.3,-9.33
Lip Pencil,2005,12.57,98771663.77,10.35
Lip Pencil,2001,25.51,898835465.1,14.64
Lip Pencil,2013,14.77,843249562.3,8.96
Lip Pencil,2017,6.95,130840897.3,14.67
Lip Pencil,2014,30.72,362238403.3,-8.92
Lip Pencil,2018,25.66,282939380.9,7.74
Lip Pencil,2001,27.95,284692596.5,9
Lip Pencil,2006,9.21,403089908.7,9.7
Lip Pencil,2019,15.53,999709724.6,0.59
Lip Pencil,2007,24.48,859652398.9,2.44
Lip Pencil,2005,21.3,166077270.1,-9.09
Lip Pencil,2002,20.49,281331507.6,1.74
Lip Pencil,2016,28.98,662105552.3,12.41
Lip Pencil,2007,37.61,885551605.2,-4.68
Lip Pencil,2020,40,226111469.5,2.12
Lip Pencil,2005,31.56,144270983.6,-5.33
Lip Pencil,2014,37.2,930322653.7,-9.34
Lip Pencil,2012,9.57,755609018.3,0.31
Lip Pencil,2023,38.52,359182003.6,0.27
Lip Pencil,2000,28.85,697908890.7,-5.22
Lip Pencil,2009,13.57,520231415.2,-5.18
Lip Pencil,2014,23.64,966527756.3,1.91
Lip Pencil,2018,16.95,313042273.8,-7.3
Lip Pencil,2007,32.09,900104547.1,3.2
Lip Pencil,2018,34.44,874839892.2,11.94
Lip Pencil,2022,31.82,123186709.9,-1.78
Lip Pencil,2012,22.37,442549822.9,7.01
Lip Pencil,2005,21.51,507243446.2,4.35
Lip Pencil,2015,30.23,804055124.8,-2.43
Lip Pencil,2018,23.18,229917846.2,3.82
Lip Pencil,2014,24.21,223174801.5,-3.07
Lip Pencil,2015,6.2,350164110.5,-7.78
Lip Pencil,2010,7.47,750651181.4,1.97
Lip Pencil,2010,23.46,714803243.8,-1.6
Lip Pencil,2013,31.08,610325660.7,12.15
Lip Pencil,2007,27.54,842057216.8,-2.65
Lip Pencil,2015,27.72,492851748.3,13.21
Lip Pencil,2005,32.33,80456005.7,14.63
Lip Pencil,2007,27.25,37702308.6,-6.31
Lip Pencil,2018,15.54,493850369.3,10.22
Lip Pencil,2021,13.63,991048583.5,-2.76
Lip Pencil,2000,5.82,396894047,4.49
Lip Pencil,2007,38.28,783634058.3,6.7
Lip Pencil,2022,18.92,623632385.5,13.54
Lip Pencil,2003,29.29,81844173.44,13.41
Lip Pencil,2019,32.13,92081844.43,11.3
Lip Pencil,2021,21.79,85205599.03,6.86
Lip Pencil,2009,39.6,19685560.71,5.01
Lip Pencil,2011,22.38,433308511.2,4.54
Lip Pencil,2013,24.68,370175130.9,7.04
Lip Pencil,2016,5.81,616227123.2,2.73
Lip Pencil,2003,34.12,611648744.5,10.83
Lip Pencil,2013,34.52,339653575.1,-9.51
Lip Pencil,2020,38.59,38849055.49,14.99
Lip Pencil,2015,27.83,451320823.7,3.9
Lip Pencil,2018,39.03,534208615.2,1.83
Lip Pencil,2020,31.45,166877419,-5.74
Lip Pencil,2007,26.38,783882308.4,13.35
Lip Pencil,2017,5.96,483721842.6,-3.89
Lip Pencil,2023,8.98,869542842.6,-9.31
Lip Pencil,2013,36.33,420914831.2,0.23
Lip Pencil,2018,25.19,899498877.4,8.23
Lip Pencil,2024,6.51,170803244,0.97
Lip Pencil,2013,14.85,276262958.8,11.45
Lip Pencil,2004,34.99,806874975.3,-0.49
Lip Pencil,2000,22.08,119534053.5,4.84
Lip Pencil,2017,33.63,612418727.2,9.29
Lip Pencil,2004,27.5,922413534.8,1.31
Lip Pencil,2003,7.23,172937803.3,13.78
Lip Pencil,2009,25.52,958694281.5,5.54
Lip Pencil,2019,7.06,595090627,3.85
Lip Pencil,2024,39.96,190883827.4,-0.65
Lip Pencil,2020,15.87,565756223.5,7.4
Lip Pencil,2008,29.23,949485350.8,1.28
Lip Pencil,2006,29.43,96860627.2,7.54
Lip Pencil,2020,6.75,583488212.4,4.45
Lip Pencil,2003,18.83,358667966.2,-9.4
Lip Pencil,2016,14.29,448796312.5,5.94
Lip Pencil,2004,32.39,615370573.8,1.69
Lip Pencil,2003,19.06,496956618.1,-8.87
Lip Pencil,2007,33.89,874577272.5,-5.09
Lip Pencil,2015,31.33,745499622.5,8.79
Lip Pencil,2016,6.25,269595369.1,-6.41
Lip Pencil,2015,22.8,185605887.7,-1.18
Lip Pencil,2012,17.32,880729370.1,1.71
Lip Pencil,2019,37.34,441066957.1,8.9
Lip Pencil,2017,12.22,730808992.7,8.78
Lip Pencil,2023,39.59,513476354.5,-0.64
Lip Pencil,2012,11.64,45623365.48,12.31
Lip Pencil,2008,33.3,839490280.8,9.18
Lip Pencil,2015,6.46,979237244.2,7.16
Lip Pencil,2002,11.86,240976230.3,11.53
Lip Pencil,2021,28.4,859635532.2,-6.37
Lip Pencil,2018,28,102597746.5,11.73
Lip Pencil,2008,10.03,665926330.9,-8.34
Lip Pencil,2017,11.64,24041042.51,7.16
Lip Pencil,2009,18.31,202302586.4,9.37
Lip Pencil,2017,5.21,997206523.9,-3.58
Lip Pencil,2009,8.35,811410172.2,0.8
Lip Pencil,2001,28.4,720765928.4,12.42
Lip Pencil,2015,9.46,409677508.1,1.89
Lip Pencil,2018,21.51,95420281.44,-1.45
Lip Pencil,2022,26.04,889868788.9,6.71
Lip Pencil,2007,6.21,566715117.1,-1.15
Lip Pencil,2018,6.39,833853418.8,1.62
Lip Pencil,2022,15.15,634534740.8,5.56
Lip Pencil,2016,9.3,153059869.5,-5.14
Lip Pencil,2014,6.63,956035213.8,3.3
Lip Pencil,2010,32.16,783639845.1,0.93
Lip Pencil,2009,24.53,343033292.1,3.96
Lip Pencil,2023,14.35,213479418.9,13.52
Lip Pencil,2018,36.22,601213405.3,10.34
Lip Pencil,2022,31.18,790730410.4,-1.55
Lip Pencil,2006,19.69,536257439.4,-0.72
Lip Pencil,2016,5.48,96541527.34,-7.03
Lip Pencil,2013,20.98,97905326.27,5.72
Lip Pencil,2002,28.97,692738496.9,7.84
Lip Pencil,2022,34.44,31039594.83,4.37
Lip Pencil,2015,9.65,940765780.3,14.51
Lip Pencil,2006,24.37,942562414.4,-8.78
Lip Pencil,2020,17.5,235069734,14.09
Lip Pencil,2007,26.8,855916000.3,-7.08
Lip Pencil,2014,15.61,206119486.9,13.96
Lip Pencil,2005,6.64,717023267.2,-7.65
Lip Pencil,2015,39.44,355376967.8,6.5
Lip Pencil,2014,7.43,999893055.2,-0.88
Lip Pencil,2001,23.16,747368591.6,11.11
Lip Pencil,2007,33.46,918958669.1,7.32
Lip Pencil,2000,34.31,953853733.9,12.91
Lip Pencil,2009,12.62,547195901.3,-0.88
Lip Pencil,2006,5.91,452206066.9,14.78
Lip Pencil,2010,27.44,566480858,0.32
Lip Pencil,2003,23.52,413772442,8.08
Lip Pencil,2022,10.68,674560421.5,13.3
Lip Pencil,2005,22.39,107091826,-0.09
Lip Pencil,2017,28.49,600801653.5,7.18
Lip Pencil,2011,16.3,388564003.8,1.33
Lip Pencil,2021,15.07,116311122.3,-8.21
Lip Pencil,2019,20.58,885440228.7,12.87
Lip Pencil,2015,6.75,635752269.9,9.05
Lip Pencil,2019,22.52,87267183.44,13.82
Lip Pencil,2019,7.41,676873123.7,0.67
Lip Pencil,2010,35.93,996420099.3,2.14
Lip Pencil,2013,22.75,734909525.9,12.5
Lip Pencil,2021,25.36,189422964.5,4.49
Lip Pencil,2003,12.86,188754838.6,-3.59
Lip Pencil,2000,26.87,21605090.29,0.94
Lip Pencil,2024,28.04,668307353.7,0.17
Lip Pencil,2022,30.4,967952047.9,-4.33
Lip Pencil,2017,26.69,305672285.4,-6.89
Lip Pencil,2007,37.22,241833310.8,-1.29
Lip Pencil,2000,11.97,999454094.8,12.47
Lip Pencil,2023,37.12,869939596.4,14.22
Lip Pencil,2003,18.83,571313252.4,1.34
Lip Pencil,2004,25.08,437767328.7,4.21
Lip Pencil,2019,9.53,376842667.4,-9.08
Lip Pencil,2003,11.05,31748621.6,0.01
Lip Pencil,2015,30.4,84940371.84,-2.08
Lip Pencil,2003,35.28,482357721.2,5.12
Lip Pencil,2007,25.99,184967864.7,5.24
Lip Pencil,2015,32.37,520158614.4,7.31
Lip Pencil,2017,25.9,659661621.4,10.48
Lip Pencil,2001,12.19,796117800.8,14.74
Lip Pencil,2003,15.62,233365312.3,11.11
